fips,year,month,day,cd_distance,cd_usercnt,sd_distance,sd_usercnt,cd_sd_weighted_mean_distance,cd_sd_usercnt
AL,2020,1,1,33.46465471,1448,30.0767667732,1565,31.7049319682,3013
AL,2020,1,2,26.62936871,1489,27.9995633188,1374,27.2869472613,2863
AL,2020,1,3,19.80268245,1439,28.54256875,1600,24.404136244,3039
AL,2020,1,4,22.49639123,1380,31.7496703297,1456,27.2470168891,2836
AL,2020,1,5,26.34914674,1465,26.467794836,1433,26.4078157261,2898
AL,2020,1,6,21.89696114,1517,27.2430466185,1523,24.5752796215,3040
AL,2020,1,7,16.79442746,1511,29.8287229862,1527,23.345898582,3038
AL,2020,1,8,13.89403766,1595,24.1675899743,1556,18.9672358196,3151
AL,2020,1,9,17.90616602,1638,23.1666706803,1661,20.5547559687,3299
AL,2020,1,10,18.46369775,1555,25.288116208,1635,21.9614796242,3190
AL,2020,1,11,17.39865946,1589,19.3978086237,1693,18.4299085563,3282
AL,2020,1,12,20.63396655,1611,21.2358327759,1495,20.9236606929,3106
AL,2020,1,13,12.98917003,1771,19.7081294182,1839,16.411930782,3610
AL,2020,1,14,12.009791,1340,25.0894549627,1743,19.4044891145,3083
AL,2020,1,15,11.41625001,1208,16.8357219251,1122,14.0259699623,2330
AL,2020,1,16,18.0807064,1543,21.1041904762,1470,19.5558214322,3013
AL,2020,1,17,21.35423725,1534,28.83130625,1600,25.1715028531,3134
AL,2020,1,18,20.0459347,1439,23.2526357616,1510,21.6878874308,2949
AL,2020,1,19,25.22867351,1455,22.4309123055,1414,23.8497838819,2869
AL,2020,1,20,23.11321834,1594,25.979135101,1584,24.5416677262,3178
AL,2020,1,21,14.39998807,1679,23.4129935559,1707,18.943756636,3386
AL,2020,1,22,15.62951576,1652,23.2416933097,1689,19.4777551738,3341
AL,2020,1,23,20.34577221,1606,24.656143117,1649,22.5294286234,3255
AL,2020,1,24,21.32850833,1562,34.6422278803,1571,28.0044909069,3133
AL,2020,1,25,24.08664227,1635,27.7749458943,1571,25.8939800722,3206
AL,2020,1,26,20.11535693,1555,30.0229775943,1696,25.2840203095,3251
AL,2020,1,27,13.01462101,1504,22.2426293706,1430,17.5122528967,2934
AL,2020,1,28,15.08014826,1551,26.5852377892,1556,20.8419504188,3107
AL,2020,1,29,12.84514452,1522,21.8990385873,1529,17.3824778628,3051
AL,2020,1,30,15.98818954,1541,23.4964731586,1602,19.8151925171,3143
AL,2020,1,31,24.71575072,1532,26.1769908257,1635,25.4701326502,3167
AL,2020,2,1,21.57471846,1545,34.4799319728,1617,28.1742536435,3162
AL,2020,2,2,16.59194521,1023,28.9917848259,1608,24.1704104712,2631
AL,2020,2,3,16.75731976,929,17.2139408284,845,16.9748196488,1774
AL,2020,2,4,12.04190508,1475,21.7392673993,1365,16.7027852088,2840
AL,2020,2,5,11.26631965,1614,23.8098344017,1872,18.0022518402,3486
AL,2020,2,6,20.62116634,763,24.2174663073,1484,22.9962927981,2247
AL,2020,2,7,15.11429634,817,9.19204355109,597,12.6138826802,1414
AL,2020,2,8,20.12370317,1415,26.108287037,1512,23.2151588608,2927
AL,2020,2,9,21.43293868,1334,24.5200641026,1404,23.0159642802,2738
AL,2020,2,10,9.578149872,1481,20.6783263305,1428,15.0271192714,2909
AL,2020,2,11,8.589323019,1418,23.7249868074,1516,16.4099318476,2934
AL,2020,2,12,12.18833895,1499,19.3176349432,1408,15.6414000984,2907
AL,2020,2,13,22.79436881,1632,24.0881168428,1609,23.4366522363,3241
AL,2020,2,14,20.38704832,1467,32.1517097171,1626,26.5717684725,3093
AL,2020,2,15,19.0144535,1345,27.545306685,1451,23.4415879676,2796
AL,2020,2,16,22.1480388,1392,26.8280825959,1356,24.4574053892,2748
AL,2020,2,17,17.25319723,1567,22.0957702703,1480,19.6053495436,3047
AL,2020,2,18,12.22796002,1603,23.2167976804,1552,17.6335625712,3155
AL,2020,2,19,13.42911912,1646,24.0926042908,1678,18.8121901539,3324
AL,2020,2,20,21.59320672,1606,25.0393201483,1618,23.3226767966,3224
AL,2020,2,21,24.28915722,1519,29.6272930355,1522,26.9608582102,3041
AL,2020,2,22,20.08916619,1475,28.0348429319,1910,24.5725465673,3385
AL,2020,2,23,23.16751815,1511,26.8236078965,1469,24.9697986324,2980
AL,2020,2,24,16.50680612,1625,25.1526902537,1498,20.6539513112,3123
AL,2020,2,25,19.01928965,1633,23.8756776119,1675,21.4783131797,3308
AL,2020,2,26,18.67154998,1613,25.6405053191,1504,22.0341771311,3117
AL,2020,2,27,21.58624836,1570,22.4256999372,1593,22.0090262173,3163
AL,2020,2,28,23.78508763,1425,32.3789285714,1568,28.2873070073,2993
AL,2020,2,29,25.58590254,1396,28.0371285809,1501,26.8559371577,2897
AL,2020,3,1,26.88146716,1445,36.7949535382,1399,31.7580379909,2844
AL,2020,3,2,15.45692456,1603,29.1191432396,1494,22.0476106134,3097
AL,2020,3,3,13.75300312,1615,24.9180034722,1728,19.5242028235,3343
AL,2020,3,4,15.03363644,1617,22.7754301403,1639,18.9306879986,3256
AL,2020,3,5,20.86443742,1591,24.0176410256,1560,22.4255283831,3151
AL,2020,3,6,23.08362457,1465,29.5831707317,1558,26.43337413,3023
AL,2020,3,7,28.03262177,1335,27.3537296898,1354,27.690777264,2689
AL,2020,3,8,25.00273988,1303,32.897311747,1328,28.9875332815,2631
AL,2020,3,9,17.69939214,1464,28.2884159107,1433,22.9372489102,2897
AL,2020,3,10,16.5573758,1570,26.1806333122,1579,21.3827564325,3149
AL,2020,3,11,18.33394681,1766,22.9744403216,1617,20.552001202,3383
AL,2020,3,12,18.83973244,1794,29.9674077977,1898,24.5602979408,3692
AL,2020,3,13,23.54787779,1489,33.3914879518,1660,28.7369514225,3149
AL,2020,3,14,21.15499994,1396,29.4347050659,1441,25.3605181235,2837
AL,2020,3,15,24.41166078,1427,24.9132116788,1370,24.6573256822,2797
AL,2020,3,16,15.39708629,1541,26.354602649,1510,20.8201769823,3051
AL,2020,3,17,13.24601778,1582,24.8698621554,1596,19.0835431491,3178
AL,2020,3,18,11.93530446,1593,23.4759974747,1584,17.6893043767,3177
AL,2020,3,19,14.85746413,1605,25.0194845361,1552,19.8531738767,3157
AL,2020,3,20,12.31334225,1484,22.1011519903,1658,17.4782654039,3142
AL,2020,3,21,11.5272569,1378,21.7662865289,1403,16.692793962,2781
AL,2020,3,22,8.887507407,1348,15.3956301268,1341,12.1330978002,2689
AL,2020,3,23,6.895857327,1458,18.6103133705,1436,12.7085590818,2894
AL,2020,3,24,7.545590929,1506,21.822768254,1575,14.8440506131,3081
AL,2020,3,25,8.349052555,1541,18.9471116816,1558,13.6771506897,3099
AL,2020,3,26,8.80228284,1612,21.4911187932,1591,15.1051045701,3203
AL,2020,3,27,8.988070228,1451,19.8762846104,1553,14.6170305928,3004
AL,2020,3,28,6.411958082,1384,17.8398627168,1384,12.1259103994,2768
AL,2020,3,29,8.494748701,1373,15.9382286521,1417,12.2751827837,2790
AL,2020,3,30,6.6228112,1430,19.1722923816,1457,12.9562348514,2887
AL,2020,3,31,8.850387993,1469,17.0020804911,1466,12.9220681301,2935
AL,2020,4,1,7.490371665,1453,17.8159022801,1535,12.7948192869,2988
AL,2020,4,2,6.352850189,1435,21.1259779614,1452,13.7829096021,2887
AL,2020,4,3,7.047909741,1373,21.0521935056,1509,14.38047886,2882
AL,2020,4,4,7.054707205,1332,17.1443850659,1366,12.1631208292,2698
AL,2020,4,5,4.396198349,1331,13.298732183,1333,8.850807058,2664
AL,2020,4,6,5.697571718,1429,16.0190452617,1414,10.83107984,2843
AL,2020,4,7,7.765259547,1445,14.6484299859,1414,11.1695278228,2859
AL,2020,4,8,5.039682315,1322,16.0872295515,1516,10.9410500424,2838
AL,2020,4,9,6.861153583,1231,18.1055239643,1231,12.4833387736,2462
AL,2020,4,10,7.014262938,1255,18.6655202952,1355,13.0630957805,2610
AL,2020,4,11,8.500324899,1262,21.5635421888,1197,14.8592802044,2459
AL,2020,4,12,5.596264525,1293,13.7913953488,1376,9.82125516329,2669
AL,2020,4,13,5.299870446,1312,13.1471660777,1415,9.37171618084,2727
AL,2020,4,14,5.481891289,1343,16.6891519174,1356,11.1125120419,2699
AL,2020,4,15,4.991851568,1307,19.3752394568,1399,12.4280524757,2706
AL,2020,4,16,6.863088325,1279,18.589409056,1303,12.7807474701,2582
AL,2020,4,17,8.680374353,1202,16.898058104,1308,12.9627370408,2510
AL,2020,4,18,8.206116352,1169,16.6606134454,1190,12.4709961914,2359
AL,2020,4,19,6.181519333,1165,12.5658632479,1170,9.38052677642,2335
AL,2020,4,20,5.390379858,1211,17.467147708,1178,11.3453537078,2389
AL,2020,4,21,5.409968285,1261,15.3981724684,1264,10.4100039633,2525
AL,2020,4,22,5.112806988,1311,17.7085111465,1256,11.2757226183,2567
AL,2020,4,23,5.581998529,1366,16.8533564976,1439,11.3643458077,2805
AL,2020,4,24,6.199966979,1212,18.1634197264,1389,12.588754317,2601
AL,2020,4,25,7.509777749,1080,17.7404459691,1166,12.8209795053,2246
AL,2020,4,26,7.124707466,1094,17.6929406554,1129,12.4920197786,2223
AL,2020,4,27,7.830281862,1171,15.6508638743,1146,11.6983815539,2317
AL,2020,4,28,8.281729494,1168,19.4672020725,1158,13.8504213452,2326
AL,2020,4,29,5.652254814,1193,20.5939823718,1248,13.2914502225,2441
AL,2020,4,30,8.75538651,1229,23.2657881973,1237,16.034124096,2466
AL,2020,5,1,13.3897351,1095,27.5222033898,1357,21.2110073142,2452
AL,2020,5,2,10.16001997,1002,26.9500674374,1038,18.7031911813,2040
AL,2020,5,3,7.408387441,1048,19.4975202156,1113,13.6347663296,2161
AL,2020,5,4,10.97959011,1171,19.6815505804,1206,15.3946361038,2377
AL,2020,5,5,10.9983362,1148,20.0879136691,1251,15.7382534213,2399
AL,2020,5,6,9.108576254,1187,22.8800430663,1161,15.9180621863,2348
AL,2020,5,7,11.99210973,1185,22.3490718321,1239,17.2859529827,2424
AL,2020,5,8,11.67507312,1094,30.0578751014,1233,21.4155092365,2327
AL,2020,5,9,10.89863509,1055,23.0928876509,1077,17.0586773077,2132
AL,2020,5,10,14.33132338,1073,30.1372866128,1113,22.3789158219,2186
AL,2020,5,11,9.958358194,1072,25.7968281938,1135,18.103652009,2207
AL,2020,5,12,8.965021756,1149,24.268415922,1231,16.8803487385,2380
AL,2020,5,13,7.906544248,1062,24.8750656814,1218,16.9713070138,2280
AL,2020,5,14,12.61702328,1075,28.7451945525,1028,20.5008844631,2103
AL,2020,5,15,11.40269654,1094,27.7032481451,1213,19.9733810207,2307
AL,2020,5,16,12.90083565,1065,25.9699815838,1086,19.4992050057,2151
AL,2020,5,17,13.59312678,1065,19.0940221402,1084,16.3678920524,2149
AL,2020,5,18,10.96134488,1093,22.14,1112,16.5988344462,2205
AL,2020,5,19,7.776029137,1166,21.1464972777,1102,14.2726146269,2268
AL,2020,5,20,12.0286919,1162,21.987442845,1181,17.048446431,2343
AL,2020,5,21,14.30852821,1155,24.3952512998,1154,19.349705536,2309
AL,2020,5,22,16.15833945,1090,32.8273044925,1202,24.9000916233,2292
AL,2020,5,23,13.99948216,1004,26.8175023213,1077,20.6333157562,2081
AL,2020,5,24,18.4894117,1037,25.4400481696,1038,21.9664047869,2075
AL,2020,5,25,17.98341301,1087,26.7028952381,1050,22.2676696031,2137
AL,2020,5,26,10.63826477,1118,26.1336147757,1137,18.4512195179,2255
AL,2020,5,27,9.608756551,1142,22.5709482759,1160,16.1405299658,2302
AL,2020,5,28,11.54086293,1182,26.4715866558,1229,19.1517544518,2411
AL,2020,5,29,14.87279446,1095,27.2679491256,1258,21.4996982294,2353
AL,2020,5,30,13.63679165,1119,24.7389576271,1180,19.3351630519,2299
AL,2020,5,31,16.11000864,1165,26.902,1170,21.5175589146,2335
AL,2020,6,1,14.63310849,1290,32.2586950147,1364,23.6916239458,2654
AL,2020,6,2,10.24518871,1272,22.5264193793,1321,16.5018434397,2593
AL,2020,6,3,9.480760577,1249,19.4812547819,1307,14.5944718156,2556
AL,2020,6,4,14.54981447,1186,26.5747906602,1242,20.7009760961,2428
AL,2020,6,5,16.87657446,1083,24.9442294807,1194,21.1070444182,2277
AL,2020,6,6,16.93825597,1055,20.9945943396,1060,18.971219881,2115
AL,2020,6,7,15.88444123,1056,23.768125,1072,19.8559210239,2128
AL,2020,6,8,12.36711056,1104,24.5297096189,1102,18.4428966719,2206
AL,2020,6,9,11.14785013,1121,19.5555319149,1128,15.3647754539,2249
AL,2020,6,10,10.82805902,1118,27.2136092715,1208,19.3378374825,2326
AL,2020,6,11,15.74104677,1070,24.279507772,1158,20.1789003788,2228
AL,2020,6,12,18.22703048,1017,27.6034445446,1109,23.1181138279,2126
AL,2020,6,13,16.80178641,974,29.3150095785,1044,23.2754261464,2018
AL,2020,6,14,19.66624996,1048,26.1517613636,1056,22.9213355314,2104
AL,2020,6,15,14.85321582,1107,26.6851934652,1163,20.9151497413,2270
AL,2020,6,16,12.60042067,1117,22.8066607143,1120,17.7103843936,2237
AL,2020,6,17,12.67540637,1095,23.4827652464,1197,18.319563689,2292
AL,2020,6,18,19.54067418,1157,27.0244444444,1188,23.3320255976,2345
AL,2020,6,19,17.76906221,1109,30.285593361,1205,24.2869619667,2314
AL,2020,6,20,18.15226154,1101,26.6690949423,1127,22.4603725115,2228
AL,2020,6,21,15.6097852,1117,34.098704028,1142,24.9565516018,2259
AL,2020,6,22,15.56331662,1194,28.9502222222,1260,22.4367889341,2454
AL,2020,6,23,12.46863602,1195,23.4257050766,1241,18.0506239917,2436
AL,2020,6,24,12.65193861,1140,22.2424486301,1168,17.5053682909,2308
AL,2020,6,25,12.85111106,1170,29.8513036304,1212,21.5010830983,2382
AL,2020,6,26,18.01923005,1104,25.8147377186,1201,22.0810108352,2305
AL,2020,6,27,16.92369159,1070,29.4772982774,1103,23.2958168437,2173
AL,2020,6,28,22.2326125,1110,23.5409636364,1100,22.8838279977,2210
AL,2020,6,29,10.80006157,1136,26.4916824034,1165,18.74475443,2301
AL,2020,6,30,13.59871374,1104,22.3506858054,1254,18.2530703855,2358
AL,2020,7,1,22.25529615,1131,29.2349710983,1211,25.8643424192,2342
AL,2020,7,2,20.65490122,1163,27.9876969178,1168,24.3291635002,2331
AL,2020,7,3,17.78990965,1108,26.1951546392,1164,22.0961179103,2272
AL,2020,7,4,20.37518516,999,28.4906266549,1133,24.6879408888,2132
AL,2020,7,5,23.93388289,1025,28.2477422389,1063,26.1300670317,2088
AL,2020,7,6,15.50592272,1165,25.8191532977,1122,20.5655837205,2287
AL,2020,7,7,10.39846605,1193,22.2135362802,1199,16.320819397,2392
AL,2020,7,8,14.09406541,1193,21.2502995951,1235,17.734077444,2428
AL,2020,7,9,16.23257331,1158,29.6756880734,1199,23.0710521396,2357
AL,2020,7,10,17.44055948,1108,26.7704170142,1199,22.2894971408,2307
AL,2020,7,11,16.22334266,1068,28.2915384615,1105,22.3601840593,2173
AL,2020,7,12,18.75942253,1091,26.1129422548,1091,22.4361823924,2182
AL,2020,7,13,14.21289456,1185,26.1528036606,1202,20.2253665914,2387
AL,2020,7,14,10.48641926,1226,32.3706978654,1218,21.3927414127,2444
AL,2020,7,15,13.06000001,1196,33.2897280497,1287,23.5455658526,2483
AL,2020,7,16,15.70820102,1134,25.7024605154,1203,20.8528711839,2337
AL,2020,7,17,21.6453652,1068,27.2092579505,1132,24.5082409244,2200
AL,2020,7,18,19.78348615,1047,37.0441001855,1078,28.5396941172,2125
AL,2020,7,19,18.03206047,1058,22.8092271881,1074,20.4385694077,2132
AL,2020,7,20,11.59301735,1150,23.1388666085,1147,17.3584022431,2297
AL,2020,7,21,12.89054361,1159,23.8675826087,1150,18.3576700061,2309
AL,2020,7,22,15.73083837,1169,22.7951240376,1169,19.2629812038,2338
AL,2020,7,23,19.85668674,1162,26.2294762684,1222,23.1232760033,2384
AL,2020,7,24,19.4144044,1083,31.4843423272,1186,25.7233274417,2269
AL,2020,7,25,19.43760043,1071,25.9006493506,1078,22.6796510286,2149
AL,2020,7,26,17.79240122,1037,32.7710116383,1117,25.5598607545,2154
AL,2020,7,27,10.88386072,1106,27.0643208751,1097,18.9410394718,2203
AL,2020,7,28,11.98886562,1146,26.9833536585,1148,19.4926460334,2294
AL,2020,7,29,14.18683627,1160,21.7072489451,1185,17.9871300952,2345
AL,2020,7,30,15.31579307,1160,24.3704605263,1216,19.9498316335,2376
AL,2020,7,31,17.96583178,1034,24.759717564,1133,21.5179649564,2167
AR,2020,1,1,38.39635804,670,39.1299219969,641,38.7550266108,1311
AR,2020,1,2,33.45788528,662,30.1287942122,622,31.8451947472,1284
AR,2020,1,3,29.40965468,608,34.5853514377,626,32.0352512524,1234
AR,2020,1,4,30.4862037,619,39.8742607313,629,35.2178446236,1248
AR,2020,1,5,34.5931639,629,26.6641149068,644,30.5819246607,1273
AR,2020,1,6,30.21895988,673,25.9499509002,611,28.1875233639,1284
AR,2020,1,7,24.63096735,672,25.4274730354,649,25.0222861917,1321
AR,2020,1,8,19.91580977,704,28.8680177515,676,24.3010942595,1380
AR,2020,1,9,20.27998547,680,22.2136595745,705,21.2642744546,1385
AR,2020,1,10,19.65004678,642,32.962553802,697,26.5797087623,1339
AR,2020,1,11,25.47799038,632,29.8128635682,667,27.7038259586,1299
AR,2020,1,12,21.8761086,645,28.0698881789,626,24.9267034201,1271
AR,2020,1,13,22.99455769,667,32.7918759019,693,27.9868676318,1360
AR,2020,1,14,14.8342747,517,21.5650805271,683,18.6652250166,1200
AR,2020,1,15,23.73101623,492,22.5369339623,424,23.178296927,916
AR,2020,1,16,24.68543851,627,24.8574198988,593,24.7690327424,1220
AR,2020,1,17,27.89386686,631,26.1022565688,647,26.9868466265,1278
AR,2020,1,18,31.90184629,612,30.6429283489,642,31.2573284924,1254
AR,2020,1,19,27.79098846,607,29.1647126437,609,28.4789802592,1216
AR,2020,1,20,23.08029963,634,26.3696649916,597,24.6755483066,1231
AR,2020,1,21,21.26194405,679,24.0943010753,651,22.6483082782,1330
AR,2020,1,22,19.55215259,669,23.6125637181,667,21.5793189242,1336
AR,2020,1,23,18.67993667,630,27.7540266223,601,23.1100975647,1231
AR,2020,1,24,35.09985615,626,33.1369384615,650,34.0999372648,1276
AR,2020,1,25,26.7951516,627,33.7131621188,623,30.2430880426,1250
AR,2020,1,26,22.74110603,660,25.2133190883,702,24.0153303816,1362
AR,2020,1,27,16.74966317,594,28.5975773196,582,22.6131717032,1176
AR,2020,1,28,18.81227556,646,24.5871815287,628,21.6589325053,1274
AR,2020,1,29,16.09906401,673,21.9555028736,696,19.0764792394,1369
AR,2020,1,30,15.49280787,666,28.1541935484,651,21.7513971461,1317
AR,2020,1,31,37.74548511,680,30.909137931,696,34.287565316,1376
AR,2020,2,1,28.24907032,710,33.81671875,640,30.8885480942,1350
AR,2020,2,2,23.70761663,428,25.7046133683,763,24.9869688645,1191
AR,2020,2,3,23.91911769,374,18.1213333333,330,21.2014062728,704
AR,2020,2,4,17.81981907,608,25.1551760563,568,21.362746594,1176
AR,2020,2,5,16.11300781,645,28.9236437247,741,22.961984154,1386
AR,2020,2,6,16.11198714,312,21.5979821429,560,19.6351031969,872
AR,2020,2,7,14.03854943,324,11.6580465116,215,13.0889981731,539
AR,2020,2,8,23.11301461,554,22.6531758958,614,22.871284327,1168
AR,2020,2,9,28.21699621,536,21.8249569707,581,24.8922202046,1117
AR,2020,2,10,24.89377446,612,22.4883148148,540,23.7662152513,1152
AR,2020,2,11,21.62960061,601,23.484811784,611,22.5648597084,1212
AR,2020,2,12,25.47631506,597,22.6673370577,537,24.1461376462,1134
AR,2020,2,13,30.55291421,676,25.6948302469,648,28.1752416963,1324
AR,2020,2,14,27.73789142,626,29.4790247453,687,28.648903297,1313
AR,2020,2,15,26.86848739,562,25.1947333333,600,26.0042426103,1162
AR,2020,2,16,34.12902563,585,23.206879562,548,28.8462930217,1133
AR,2020,2,17,23.98341895,623,19.7222240527,607,21.8805365901,1230
AR,2020,2,18,21.42369188,623,23.4728246753,616,22.4424697669,1239
AR,2020,2,19,29.20349679,632,29.3463826367,622,29.274369993,1254
AR,2020,2,20,30.30878116,640,30.6707236842,608,30.4851121333,1248
AR,2020,2,21,32.80709439,616,33.4387654321,567,33.1098479664,1183
AR,2020,2,22,32.38056202,587,33.6498207426,781,33.1051899896,1368
AR,2020,2,23,29.7067558,561,29.6410726644,578,29.6734240595,1139
AR,2020,2,24,20.17082417,631,26.7931164384,584,23.3538848159,1215
AR,2020,2,25,24.05036536,657,24.6014308176,636,24.3214230793,1293
AR,2020,2,26,26.30885486,655,26.0628802589,618,26.18944221,1273
AR,2020,2,27,31.67606879,669,28.957425897,641,30.3458015424,1310
AR,2020,2,28,29.72771613,613,31.3867610063,636,30.5725140014,1249
AR,2020,2,29,29.52978179,596,28.0062376238,606,28.7616721688,1202
AR,2020,3,1,39.71449909,609,31.7688489209,556,35.9224119707,1165
AR,2020,3,2,23.62199387,652,27.8409348915,599,25.6420943271,1251
AR,2020,3,3,22.19740896,660,26.9312135177,651,24.5480624818,1311
AR,2020,3,4,20.68009704,619,30.5247408537,656,25.7452627982,1275
AR,2020,3,5,25.60688085,654,23.4171884984,626,24.5359844343,1280
AR,2020,3,6,31.68964243,643,37.1311737805,656,34.4376367071,1299
AR,2020,3,7,30.6485141,599,26.1152526799,653,28.2841213625,1252
AR,2020,3,8,33.04176777,594,30.0865124555,562,31.6050433005,1156
AR,2020,3,9,26.89272439,635,27.9017123288,584,27.3761115567,1219
AR,2020,3,10,21.67686161,701,26.6755654762,672,24.1234231527,1373
AR,2020,3,11,25.06204393,822,34.0443617021,752,29.3534689393,1574
AR,2020,3,12,23.37387095,806,31.1775404157,866,27.4157236757,1672
AR,2020,3,13,23.36058025,655,32.6081627297,762,28.3335215693,1417
AR,2020,3,14,28.51625984,631,27.598832,625,28.0597372285,1256
AR,2020,3,15,27.7838695,659,25.2394262295,610,26.560772262,1269
AR,2020,3,16,16.59584249,724,21.5703953148,683,19.0106396324,1407
AR,2020,3,17,11.18001381,719,24.2186248331,749,17.8325476358,1468
AR,2020,3,18,14.09600268,738,18.9816949153,708,16.4881673429,1446
AR,2020,3,19,14.43116083,758,20.8037917223,749,17.5984471859,1507
AR,2020,3,20,15.25593272,713,19.6458241758,728,17.4737265991,1441
AR,2020,3,21,13.46642401,632,23.7110752688,651,18.6646063713,1283
AR,2020,3,22,16.88849188,610,15.6219124797,617,16.2515892802,1227
AR,2020,3,23,12.63223751,657,25.4427547771,628,18.8929416685,1285
AR,2020,3,24,10.05707145,700,17.5374235808,687,13.7621917916,1387
AR,2020,3,25,12.91090659,750,15.0107423581,687,13.9147946712,1437
AR,2020,3,26,10.77303342,689,20.5498538012,684,15.6436416798,1373
AR,2020,3,27,8.260425876,681,22.5854985337,682,15.4282171838,1363
AR,2020,3,28,8.373482067,695,14.9002781641,719,11.6922701814,1414
AR,2020,3,29,10.95801831,656,19.3690243902,697,15.2909608362,1353
AR,2020,3,30,9.197250417,651,21.4914880952,672,15.441942571,1323
AR,2020,3,31,12.54750349,697,15.3609800919,653,13.9083925426,1350
AR,2020,4,1,9.878523899,691,16.7215138282,687,13.290087093,1378
AR,2020,4,2,9.953796689,669,14.5207175573,655,12.2131117711,1324
AR,2020,4,3,8.491999948,615,14.6623738872,674,11.7184018371,1289
AR,2020,4,4,6.767512542,599,12.1782107023,598,9.47060151433,1197
AR,2020,4,5,8.236621115,586,19.716892562,605,14.0683291128,1191
AR,2020,4,6,11.22149996,620,13.722515528,644,12.4957515627,1264
AR,2020,4,7,11.29245899,671,14.573734375,640,12.894302046,1311
AR,2020,4,8,10.54043398,622,12.9652838428,687,11.813063358,1309
AR,2020,4,9,12.38399647,568,16.8735925926,540,14.5720667825,1108
AR,2020,4,10,9.689298556,556,14.0053728814,590,11.911361254,1146
AR,2020,4,11,9.776184299,532,15.8330164534,547,12.8467006924,1079
AR,2020,4,12,13.51016284,553,13.9470994941,593,13.7362565886,1146
AR,2020,4,13,10.96606361,597,19.7796396396,555,15.2121874784,1152
AR,2020,4,14,10.22179899,617,20.168372093,602,15.1338884141,1219
AR,2020,4,15,9.753267635,609,22.1836650869,633,16.0885668194,1242
AR,2020,4,16,8.963119505,577,19.9387356322,609,14.5989965889,1186
AR,2020,4,17,8.507281346,526,15.2401243339,563,11.9880807971,1089
AR,2020,4,18,9.005680558,551,21.1466422018,545,15.0429288207,1096
AR,2020,4,19,7.077499998,548,11.7674392523,535,9.39432132863,1083
AR,2020,4,20,13.44117534,570,15.19816609,578,14.325792634,1148
AR,2020,4,21,13.88360923,568,18.7228621908,566,16.2989682916,1134
AR,2020,4,22,9.747929208,594,17.5625680272,588,13.6354145089,1182
AR,2020,4,23,7.773954972,622,23.0573972603,657,15.6247928011,1279
AR,2020,4,24,8.737026525,565,23.2655329949,591,16.1646626182,1156
AR,2020,4,25,10.39448473,524,19.3205688073,545,14.9452011212,1069
AR,2020,4,26,7.720555535,504,16.9887809917,484,12.2608603134,988
AR,2020,4,27,9.181772158,553,21.7380322004,559,15.4937769815,1112
AR,2020,4,28,12.06553776,567,11.9898537477,547,12.0283751436,1114
AR,2020,4,29,7.004313682,561,16.8935344828,580,12.0312620294,1141
AR,2020,4,30,16.05252607,574,20.1768913858,534,18.0402617005,1108
AR,2020,5,1,15.62293536,511,27.2811577181,596,21.8996296016,1107
AR,2020,5,2,12.22677824,478,20.3951717557,524,16.4984730526,1002
AR,2020,5,3,12.78344204,491,16.3640562249,498,14.586420669,989
AR,2020,5,4,15.09571981,514,31.7539212008,533,23.5759694196,1047
AR,2020,5,5,12.22544066,522,21.22382643,507,16.6590476429,1029
AR,2020,5,6,13.40642296,506,25.7653874539,542,19.7981774979,1048
AR,2020,5,7,15.63885816,508,19.3900202429,494,17.4882334783,1002
AR,2020,5,8,19.5903107,483,27.5935055351,542,23.8222439689,1025
AR,2020,5,9,18.3201044,479,20.6237164751,522,19.521388619,1001
AR,2020,5,10,17.63377685,466,26.4284759916,479,22.0916190604,945
AR,2020,5,11,10.91703153,475,19.1413090129,466,14.9898405704,941
AR,2020,5,12,11.41818186,506,23.4147713718,503,17.398642241,1009
AR,2020,5,13,12.52117302,503,17.4903193613,501,15.0007968417,1004
AR,2020,5,14,15.45228104,491,13.0591051454,447,14.3118230177,938
AR,2020,5,15,8.494012158,496,23.2245574388,531,16.1102921425,1027
AR,2020,5,16,12.3042646,476,20.0046443515,478,16.1625261526,954
AR,2020,5,17,14.35584553,479,16.0625690021,471,15.202021062,950
AR,2020,5,18,10.82185554,512,17.5535974304,467,14.0330133161,979
AR,2020,5,19,8.909366868,537,14.7838165138,545,11.8683086951,1082
AR,2020,5,20,11.60559926,534,17.5303269231,520,14.5286148054,1054
AR,2020,5,21,15.45833012,521,27.7988697318,522,21.6345158126,1043
AR,2020,5,22,17.24288748,471,30.1536513761,545,24.1684448849,1016
AR,2020,5,23,14.47305121,449,16.2321681416,452,15.3555382833,901
AR,2020,5,24,19.89209851,467,25.1021413276,467,22.4971199188,934
AR,2020,5,25,18.36386313,497,21.4801147228,523,19.9617058584,1020
AR,2020,5,26,16.33533592,506,24.7233269962,526,20.6106104414,1032
AR,2020,5,27,17.0843395,530,22.2988376384,542,19.7207741931,1072
AR,2020,5,28,25.64431357,561,23.2589254766,577,24.4348505385,1138
AR,2020,5,29,18.75395663,508,28.4768911917,579,23.9329622521,1087
AR,2020,5,30,21.81893994,500,28.2040453686,529,25.101467415,1029
AR,2020,5,31,25.76579425,554,24.7465156794,574,25.2471188072,1128
AR,2020,6,1,20.96910515,581,28.6881094527,603,24.9003210238,1184
AR,2020,6,2,16.34850166,574,22.6888813559,590,19.5622680007,1164
AR,2020,6,3,11.73674954,523,19.9630388693,566,16.0123048755,1089
