fips,year,month,day,cd_distance,cd_usercnt,sd_distance,sd_usercnt,cd_sd_weighted_mean_distance,cd_sd_usercnt
IN,2020,4,25,4.812752336,1813,8.68074537541,1838,6.75999177901,3651
IN,2020,4,26,5.296793831,1809,8.1633869116,1742,6.70304704035,3551
IN,2020,4,27,6.296460545,1876,9.03226130653,1791,7.63265339035,3667
IN,2020,4,28,5.197492532,2018,10.4776893939,1848,7.7214976538,3866
IN,2020,4,29,6.135878569,2043,6.82827147941,1967,6.47551369488,4010
IN,2020,4,30,6.871189122,2094,11.0857233938,2039,8.95041374824,4133
IN,2020,5,1,7.785127002,1929,10.7627505938,2105,9.33889439436,4034
IN,2020,5,2,6.163310654,1761,11.5290903923,1759,8.84467615389,3520
IN,2020,5,3,7.074570643,1805,13.5283769634,1719,10.2227241801,3524
IN,2020,5,4,6.264223273,1944,12.4447807487,1870,9.29454379725,3814
IN,2020,5,5,5.597245852,1928,8.29131243358,1882,6.92801574873,3810
IN,2020,5,6,7.363549236,1930,9.49955771305,1854,8.41010307227,3784
IN,2020,5,7,8.06472304,1986,17.3351609553,1926,12.6288496824,3912
IN,2020,5,8,7.743965915,1818,11.6901530612,1960,9.7912202312,3778
IN,2020,5,9,9.04019843,1764,13.1737656904,1673,11.0522607013,3437
IN,2020,5,10,9.906486625,1722,10.1602494331,1764,10.0348967207,3486
IN,2020,5,11,7.48393673,1834,12.5048735245,1779,9.95618875251,3613
IN,2020,5,12,5.919952854,1908,10.2290866142,1905,8.07282455952,3813
IN,2020,5,13,6.851420523,1774,10.1051397849,1860,8.51678040941,3634
IN,2020,5,14,7.884113288,1748,8.49143730887,1635,8.17763228715,3383
IN,2020,5,15,7.475415043,1819,12.2185092838,1885,9.88921975249,3704
IN,2020,5,16,8.578653346,1760,11.5573960739,1732,10.0560824424,3492
IN,2020,5,17,9.530647934,1744,13.4805980449,1739,11.5027878257,3483
IN,2020,5,18,6.933624435,1832,12.7920865279,1826,9.85805083787,3658
IN,2020,5,19,6.14973311,1911,11.3390449119,1759,8.63692642322,3670
IN,2020,5,20,7.799383952,1883,12.1231874662,1851,9.94275843107,3734
IN,2020,5,21,10.06052192,1763,12.6250657174,1826,11.365302353,3589
IN,2020,5,22,11.04468155,1664,12.8778275666,1763,11.9877327398,3427
IN,2020,5,23,7.297621103,1631,12.1476510067,1639,9.72856881315,3270
IN,2020,5,24,12.27466628,1603,11.0969728097,1655,11.6764211316,3258
IN,2020,5,25,10.77051404,1673,13.0581110402,1567,11.8768919719,3240
IN,2020,5,26,7.276209721,1831,16.1638743747,1799,11.6808677684,3630
IN,2020,5,27,10.90366399,1905,11.915407489,1816,11.3974361465,3721
IN,2020,5,28,10.25289007,1955,13.8161989247,1860,11.9901782665,3815
IN,2020,5,29,11.8516345,1921,12.3969338484,2071,12.1345290267,3992
IN,2020,5,30,9.925383007,1919,12.223342147,1891,11.0659186327,3810
IN,2020,5,31,11.45127588,1928,13.8633316353,1963,12.6681521194,3891
IN,2020,6,1,7.588292551,2003,14.54367428,2014,11.0755065919,4017
IN,2020,6,2,5.873083122,1998,10.732493778,2009,8.30945846712,4007
IN,2020,6,3,5.679361475,1942,6.84218368344,2047,6.27607670706,3989
IN,2020,6,4,9.155969999,1799,14.0433154506,1864,11.6430057407,3663
IN,2020,6,5,9.148099914,1642,14.9238655462,1785,12.1564867402,3427
IN,2020,6,6,11.15688149,1536,14.0484012539,1595,12.6298850107,3131
IN,2020,6,7,12.17255368,1445,15.2816383812,1532,13.7725260556,2977
IN,2020,6,8,10.15031082,1609,14.4541497976,1482,12.213814335,3091
IN,2020,6,9,8.457295847,1727,11.6904358068,1698,10.0601780811,3425
IN,2020,6,10,8.991345244,1732,16.0037132785,1702,12.4668986496,3434
IN,2020,6,11,12.93680064,1666,19.189224088,1727,16.1192159936,3393
IN,2020,6,12,9.908041687,1583,14.9489069069,1665,12.4921059084,3248
IN,2020,6,13,12.90024231,1568,11.9312943495,1522,12.4229805638,3090
IN,2020,6,14,12.41310991,1656,18.1940745342,1610,15.2628812036,3266
IN,2020,6,15,8.87857809,1709,13.2441133896,1658,11.0282833252,3367
IN,2020,6,16,8.488729904,1740,15.2255116697,1671,11.7889827127,3411
IN,2020,6,17,9.754036456,1811,14.7967398649,1776,12.2507861784,3587
IN,2020,6,18,12.53007727,1812,14.6129424539,1842,13.5800602116,3654
IN,2020,6,19,13.50532537,1690,15.7167698368,1777,14.6387943107,3467
IN,2020,6,20,16.08486227,1670,18.508398533,1636,17.2841681763,3306
IN,2020,6,21,14.01285538,1653,20.6927380952,1680,17.3798529682,3333
IN,2020,6,22,9.49716568,1690,12.3209124311,1633,10.8848209447,3323
IN,2020,6,23,11.39770368,1694,11.8376456456,1665,11.6157755385,3359
IN,2020,6,24,9.919461077,1707,14.6830384381,1639,12.2528452057,3346
IN,2020,6,25,14.98393058,1697,15.0714966807,1657,15.0271914712,3354
IN,2020,6,26,13.5417275,1615,19.7522867514,1653,16.6831150283,3268
IN,2020,6,27,17.07318431,1633,15.3177918782,1576,16.2110782107,3209
IN,2020,6,28,16.93976412,1612,17.9925,1588,17.4621843005,3200
IN,2020,6,29,8.120884523,1741,16.3088805503,1599,12.0408263337,3340
IN,2020,6,30,12.47416344,1751,14.3887848384,1794,13.4430860884,3545
IN,2020,7,1,12.90022263,1752,23.3343804538,1719,18.0677009645,3471
IN,2020,7,2,18.35086051,1720,16.9008961187,1752,17.6191964508,3472
IN,2020,7,3,15.13278011,1705,19.6334543326,1708,17.3850952498,3413
IN,2020,7,4,17.28440205,1597,17.636786141,1674,17.4647416918,3271
IN,2020,7,5,19.29857489,1670,19.4345426065,1596,19.3650183914,3266
IN,2020,7,6,13.37202561,1866,19.3824380403,1735,16.2679060784,3601
IN,2020,7,7,10.6605269,1784,20.9960818713,1710,15.7188551773,3494
IN,2020,7,8,12.56690762,1840,20.6218345128,1837,16.5910851294,3677
IN,2020,7,9,14.36806773,1832,15.3637919827,1846,14.867824927,3678
IN,2020,7,10,16.49871146,1816,17.1201325967,1810,16.8089078906,3626
IN,2020,7,11,15.93749997,1828,19.6985909631,1682,17.7398233462,3510
IN,2020,7,12,17.11703725,1772,22.1403531489,1699,19.5758715088,3471
IN,2020,7,13,12.84188974,1831,16.0720750293,1706,14.3999039056,3537
IN,2020,7,14,7.58054481,1817,15.4217053824,1765,11.4442099162,3582
IN,2020,7,15,10.69178082,1825,14.3588936627,1862,12.543737455,3687
IN,2020,7,16,12.09399887,1818,16.2432426173,1727,14.1153652879,3545
IN,2020,7,17,14.27384655,1747,13.5251334469,1761,13.8979959871,3508
IN,2020,7,18,15.47330236,1723,15.6725794841,1667,15.5712949753,3390
IN,2020,7,19,16.47209379,1748,17.4661052632,1710,16.9636379251,3458
IN,2020,7,20,11.26723943,1746,16.9973930873,1707,14.0999565725,3453
IN,2020,7,21,11.48965519,1827,14.762642369,1756,13.093720355,3583
IN,2020,7,22,13.57872798,1926,17.4517200855,1872,15.4876909135,3798
IN,2020,7,23,13.41358437,1872,15.5515961945,1892,14.4882704412,3764
IN,2020,7,24,12.40881197,1734,16.2508984375,1792,14.3614548939,3526
IN,2020,7,25,15.87477125,1683,20.4286389062,1609,18.1005224829,3292
IN,2020,7,26,15.04697587,1617,21.3335651075,1582,18.1558799568,3199
IN,2020,7,27,10.91907726,1734,15.9110194175,1648,13.3515789382,3382
IN,2020,7,28,8.958730335,1843,15.3187320711,1743,12.0500529859,3586
IN,2020,7,29,10.06424474,1847,12.3234465195,1767,11.1688406294,3614
IN,2020,7,30,13.73656688,1838,19.4875628843,1789,16.5732175146,3627
IN,2020,7,31,13.89595546,1706,14.2981012658,1738,14.0988966361,3444
KS,2020,1,1,34.38938017,855,35.0883418367,784,34.7237218092,1639
KS,2020,1,2,25.3827854,797,33.3093484848,660,28.9734042305,1457
KS,2020,1,3,25.17970986,827,29.7793828892,713,27.3092987365,1540
KS,2020,1,4,25.66235081,855,25.3909321059,869,25.5255394098,1724
KS,2020,1,5,25.99716395,811,21.3694013605,735,23.7970310242,1546
KS,2020,1,6,23.36441304,852,28.7769425901,749,25.896570837,1601
KS,2020,1,7,21.90595025,884,26.7754602774,793,24.2085867746,1677
KS,2020,1,8,24.93828827,888,26.8938767651,779,25.8521475607,1667
KS,2020,1,9,23.66651848,945,26.8258267717,889,25.1979389115,1834
KS,2020,1,10,25.60996692,906,26.9430414747,868,26.2622266232,1774
KS,2020,1,11,18.61083586,1017,23.1025717566,871,20.6830296979,1888
KS,2020,1,12,28.31462887,1078,20.5521028466,1089,24.4136640156,2167
KS,2020,1,13,20.12233032,1017,24.7643578485,911,22.315736481,1928
KS,2020,1,14,18.33622572,771,22.2436153846,910,20.4514693814,1681
KS,2020,1,15,24.09947309,702,23.1257528958,518,23.6860410731,1220
KS,2020,1,16,25.45300963,927,29.2622760291,826,27.2479064045,1753
KS,2020,1,17,22.99221637,943,20.403429229,869,21.7506843471,1812
KS,2020,1,18,23.48265912,1147,25.6072413793,841,24.3814386371,1988
KS,2020,1,19,28.0530941,1157,24.6818435754,1253,26.300323599,2410
KS,2020,1,20,30.13481445,1051,33.6177225434,865,31.7072129368,1916
KS,2020,1,21,19.65265964,1049,24.4773900293,1023,22.0347538428,2072
KS,2020,1,22,25.92486748,1019,25.0305263158,950,25.4933671722,1969
KS,2020,1,23,27.85542791,958,34.1438327526,861,30.8319625826,1819
KS,2020,1,24,31.1978611,935,28.2649015064,863,29.7901057444,1798
KS,2020,1,25,25.67059183,997,34.2033333333,831,29.5495350408,1828
KS,2020,1,26,31.22066262,1011,25.9329561672,981,28.6166264603,1992
KS,2020,1,27,21.23408065,941,26.611438172,744,23.608415366,1685
KS,2020,1,28,21.62166171,1005,30.2142685851,834,25.5184720057,1839
KS,2020,1,29,24.11343547,1045,29.7874200426,938,26.7973474867,1983
KS,2020,1,30,25.76699717,1099,29.4844069641,919,27.4599107482,2018
KS,2020,1,31,34.86927306,1018,32.4113039117,997,33.6530967618,2015
KS,2020,2,1,29.20956495,1195,33.9428854626,908,31.253243041,2103
KS,2020,2,2,20.47100852,932,25.2586753247,1540,23.4536164808,2472
KS,2020,2,3,33.6158851,644,18.8665423729,590,26.5639303115,1234
KS,2020,2,4,15.40787878,891,22.9408571429,735,18.8130073758,1626
KS,2020,2,5,20.28402218,900,23.6415037594,931,21.991185124,1831
KS,2020,2,6,23.70138204,398,24.2321003963,757,24.0492208242,1155
KS,2020,2,7,19.22993532,463,17.7510365854,328,18.6166878042,791
KS,2020,2,8,23.65500003,870,27.2097552448,858,25.4200347373,1728
KS,2020,2,9,24.28911165,833,27.7549936789,791,25.9772352244,1624
KS,2020,2,10,24.26415432,881,31.0539382239,777,27.4460976815,1658
KS,2020,2,11,20.01018362,871,23.7071498771,814,21.7961364588,1685
KS,2020,2,12,24.33704312,859,23.6858167331,753,24.0328412159,1612
KS,2020,2,13,25.45869771,1029,29.0094687131,847,27.0618443196,1876
KS,2020,2,14,29.84063567,928,27.8734671126,897,28.8737588503,1825
KS,2020,2,15,27.40536607,833,27.6435611038,761,27.5190840253,1594
KS,2020,2,16,34.70110065,836,30.5238235294,714,32.776858157,1550
KS,2020,2,17,33.28066012,909,24.2210968495,857,28.8842582384,1766
KS,2020,2,18,26.59890566,996,29.0345080946,803,27.6860589424,1799
KS,2020,2,19,22.59460244,1006,29.4539213483,890,25.8144304086,1896
KS,2020,2,20,32.04946877,941,28.4033605601,857,30.3115851572,1798
KS,2020,2,21,28.99023536,892,35.9775517241,870,32.4402723843,1762
KS,2020,2,22,26.66559237,844,29.7085291309,1047,28.3503913063,1891
KS,2020,2,23,29.96542961,838,24.087785059,763,27.1642785841,1601
KS,2020,2,24,23.80321135,956,28.140723192,802,25.7819852392,1758
KS,2020,2,25,22.05598945,955,26.5629213483,890,24.2300649999,1845
KS,2020,2,26,27.26015771,952,25.8038970588,816,26.5880374095,1768
KS,2020,2,27,30.10473902,958,27.1657497182,887,28.6917940277,1845
KS,2020,2,28,30.11195056,933,34.8514415437,881,32.4137650896,1814
KS,2020,2,29,35.11957982,833,25.8333448674,867,30.3835999942,1700
KS,2020,3,1,35.64940533,824,33.6374964235,699,34.7260144399,1523
KS,2020,3,2,26.55490128,912,26.9008259212,787,26.7151382974,1699
KS,2020,3,3,32.27641181,942,25.9094379391,854,29.2489086442,1796
KS,2020,3,4,28.88654212,937,30.9683783784,851,29.8773937172,1788
KS,2020,3,5,32.68103266,949,34.1339739027,843,33.3645312468,1792
KS,2020,3,6,29.38699354,908,35.5358253589,836,32.334484022,1744
KS,2020,3,7,35.85669088,828,38.6218886199,826,37.2376179254,1654
KS,2020,3,8,31.86830537,773,26.0056958393,697,29.0885510551,1470
KS,2020,3,9,21.12523533,871,32.2419382022,712,26.1252937286,1583
KS,2020,3,10,23.18395772,945,27.1680147059,816,25.0300624903,1761
KS,2020,3,11,19.86716762,1151,28.4815862808,933,23.723814746,2084
KS,2020,3,12,22.36772177,1150,29.769083558,1113,26.0078966131,2263
KS,2020,3,13,25.47075286,943,32.1822645291,998,28.9215970876,1941
KS,2020,3,14,26.66930243,860,34.4165144231,832,30.4788061996,1692
KS,2020,3,15,21.85997872,941,19.3872193878,784,20.736127522,1725
KS,2020,3,16,14.53601912,1148,23.2146285141,996,18.5676865437,2144
KS,2020,3,17,16.97439406,1147,21.4579680568,1127,19.1964643742,2274
KS,2020,3,18,12.60684468,1030,21.3709639831,944,16.7979939313,1974
KS,2020,3,19,14.29594008,1069,14.6672060302,995,14.4749176093,2064
KS,2020,3,20,17.68622806,1026,23.2243482688,982,20.3946115486,2008
KS,2020,3,21,14.47854478,1017,19.4749616648,913,16.8421347364,1930
KS,2020,3,22,13.32862828,1006,19.5183054393,956,16.344597375,1962
KS,2020,3,23,11.51288602,991,13.7045424476,907,12.560216041,1898
KS,2020,3,24,12.99946443,1083,14.2552033368,959,13.5892066492,2042
KS,2020,3,25,15.67850875,1073,17.8563045587,1031,16.7456700992,2104
KS,2020,3,26,14.26927808,1039,19.5994246862,956,16.8234736467,1995
KS,2020,3,27,12.04044081,930,15.6259251101,908,13.8117246754,1838
KS,2020,3,28,13.19843559,946,25.7512181617,903,19.3288642878,1849
KS,2020,3,29,15.51001079,927,19.8365306122,882,17.6194582655,1809
KS,2020,3,30,12.25151763,962,23.1496076233,892,17.4948273787,1854
KS,2020,3,31,12.79993233,1035,14.9053150057,873,13.7632442146,1908
KS,2020,4,1,11.37386287,1007,19.8853684211,950,15.5056616812,1957
KS,2020,4,2,12.24905505,963,16.4498864926,881,14.2560683368,1844
KS,2020,4,3,12.59745221,942,23.67201726,927,18.0902942653,1869
KS,2020,4,4,18.12938576,879,18.6813942308,832,18.3978083478,1711
KS,2020,4,5,11.16219826,837,16.928259773,793,13.9674048734,1630
KS,2020,4,6,9.359753401,892,13.0035212888,869,11.1578421543,1761
KS,2020,4,7,12.352671,936,15.3514590747,843,13.7736818752,1779
KS,2020,4,8,14.52811176,895,24.0593103448,928,19.379978072,1823
KS,2020,4,9,13.32298357,848,15.8941097724,747,14.5271411081,1595
KS,2020,4,10,9.99683678,803,18.6734363853,841,14.4354135854,1644
KS,2020,4,11,13.2262086,786,11.4449470899,756,12.3529052916,1542
KS,2020,4,12,12.79407034,796,13.7723131171,709,13.2549169373,1505
KS,2020,4,13,8.903209369,860,13.5564433618,821,11.1758477438,1681
KS,2020,4,14,8.772720939,849,13.9497587455,829,11.3303874119,1678
KS,2020,4,15,10.48914804,892,17.1243632075,848,13.7228620987,1740
KS,2020,4,16,10.82664689,844,15.5755168269,832,13.1840811308,1676
KS,2020,4,17,9.146761704,772,19.993081761,795,14.6495214011,1567
KS,2020,4,18,11.22148704,733,15.8739943741,711,13.5122991692,1444
KS,2020,4,19,10.85186682,691,14.1130044843,669,12.4560588034,1360
KS,2020,4,20,13.71091837,784,12.1787055477,703,12.9865433773,1487
KS,2020,4,21,12.33125909,826,19.0600943396,742,15.5154400563,1568
KS,2020,4,22,12.84875287,866,12.8648445596,772,12.8563369874,1638
KS,2020,4,23,13.42756097,902,15.115035461,846,14.2442677317,1748
KS,2020,4,24,14.20180572,803,12.5969647059,850,13.3765698688,1653
KS,2020,4,25,12.86092855,700,16.2831930334,689,14.5585097084,1389
KS,2020,4,26,9.883742211,636,12.1071226415,636,10.9954324263,1272
KS,2020,4,27,9.844480446,741,16.0079510703,654,12.7340215129,1395
KS,2020,4,28,14.09321104,763,16.6481041968,691,15.3074002913,1454
KS,2020,4,29,13.86378579,803,14.95375,712,14.3760329963,1515
KS,2020,4,30,19.33749704,823,18.7636871508,716,19.0705393528,1539
KS,2020,5,1,13.98975247,727,23.7388615783,773,19.0137933638,1500
KS,2020,5,2,10.72736759,661,18.031563981,633,14.3004404768,1294
KS,2020,5,3,13.66629098,701,15.4368445122,656,14.5222107421,1357
KS,2020,5,4,10.44584757,761,15.1655510204,735,12.7646858294,1496
KS,2020,5,5,11.11379681,748,13.8319971264,696,12.4239543032,1444
KS,2020,5,6,14.34869575,736,20.7882956259,663,17.4004861129,1399
KS,2020,5,7,12.98888739,755,17.474610951,694,15.1373291784,1449
KS,2020,5,8,14.197982,669,21.525773639,698,17.9396049437,1367
KS,2020,5,9,13.30585215,663,18.2067307692,624,15.682035723,1287
KS,2020,5,10,17.75705086,668,17.7143835616,657,17.7358943204,1325
KS,2020,5,11,13.37997157,705,17.9003755869,639,15.5291815155,1344
KS,2020,5,12,15.00425532,752,16.8816831683,707,15.9140164501,1459
KS,2020,5,13,12.4020402,696,18.7321142857,700,15.5761461169,1396
KS,2020,5,14,12.2793129,684,14.084046875,640,13.1516918607,1324
KS,2020,5,15,17.40739857,715,25.7968940493,689,21.524465796,1404
KS,2020,5,16,21.5856535,635,25.0400312989,639,23.3182652845,1274
KS,2020,5,17,19.96494658,655,19.0187312187,599,19.5129665151,1254
KS,2020,5,18,13.21468232,724,23.5294728682,645,18.0744631115,1369
KS,2020,5,19,14.39932415,725,17.903703125,640,16.0424029368,1365
KS,2020,5,20,17.51616101,745,39.3216591252,663,27.7839488299,1408
KS,2020,5,21,20.86904178,741,25.6755274262,711,23.2226308257,1452
KS,2020,5,22,27.04171091,678,37.5420576132,729,32.4821890526,1407
KS,2020,5,23,22.97570457,603,32.6911478261,575,27.7179625261,1178
KS,2020,5,24,31.70179293,647,31.9963666121,611,31.8448648853,1258
KS,2020,5,25,31.26468378,711,49.2363798701,616,39.6072344895,1327
KS,2020,5,26,22.1031786,689,39.3994009217,651,30.5060448175,1340
KS,2020,5,27,25.40607788,719,41.8191476408,657,33.2428415667,1376
KS,2020,5,28,22.44286273,786,32.5811756168,689,27.1786576988,1475
KS,2020,5,29,26.9176589,739,31.1278998609,719,28.9939025563,1458
KS,2020,5,30,26.77168791,711,37.0689655172,667,31.7559289579,1378
KS,2020,5,31,34.10874338,756,40.8884692418,699,37.3658075569,1455
KS,2020,6,1,33.64242959,852,47.3509987196,781,40.1987017824,1633
KS,2020,6,2,27.4535266,811,59.5578361076,781,43.2031910004,1592
KS,2020,6,3,20.70656347,742,43.4873790323,744,32.1123015442,1486
KS,2020,6,4,22.77507108,704,33.476295754,683,28.0446719829,1387
KS,2020,6,5,23.10774996,680,38.2079237288,708,30.8101440726,1388
KS,2020,6,6,19.71922472,619,31.3606514085,568,25.2898484429,1187
KS,2020,6,7,22.47395974,596,27.4762431942,551,24.876974721,1147
KS,2020,6,8,28.58833065,647,32.1247906198,597,30.2854902979,1244
KS,2020,6,9,21.39036816,679,39.0079027356,658,30.0607778464,1337
KS,2020,6,10,25.68356623,701,26.775276873,614,26.1933079295,1315
KS,2020,6,11,24.88806986,658,43.037752809,623,33.7149648461,1281
KS,2020,6,12,22.30160991,615,43.1856612903,620,32.7859110078,1235
KS,2020,6,13,23.77247467,590,37.4891099476,573,30.53054175,1163
KS,2020,6,14,24.31609136,614,35.6238103757,559,29.7048508909,1173
KS,2020,6,15,20.65195189,666,35.5442639594,591,27.6538265384,1257
KS,2020,6,16,21.67151782,672,30.1260666667,600,25.659512559,1272
KS,2020,6,17,20.1561711,713,33.1346749226,646,26.3254966845,1359
KS,2020,6,18,24.27710996,737,38.6133087149,677,31.1410467048,1414
KS,2020,6,19,26.12377787,675,40.6104532578,706,33.5297103999,1381
KS,2020,6,20,26.28125765,652,38.6682009724,617,32.3039085798,1269
KS,2020,6,21,29.75647405,658,40.4825769854,617,34.9470666078,1275
KS,2020,6,22,21.03315541,656,31.8986258278,604,26.2416824992,1260
KS,2020,6,23,21.26600871,679,42.6529206349,630,31.5591748771,1309
KS,2020,6,24,24.3236667,690,29.5471749599,623,26.8021477708,1313
KS,2020,6,25,21.85201408,715,28.8950715421,629,25.1482068952,1344
KS,2020,6,26,24.07985079,670,28.4388872404,674,26.2658556766,1344
KS,2020,6,27,26.16656606,629,36.9800993377,604,31.4637064491,1233
KS,2020,6,28,23.45532847,700,32.7619284603,643,27.9111317416,1343
KS,2020,6,29,23.47895369,755,31.0427596439,674,27.046487079,1429
KS,2020,6,30,17.02968123,690,35.9654674221,706,26.6060888601,1396
KS,2020,7,1,23.34099202,746,28.9478654971,684,26.0228811517,1430
KS,2020,7,2,23.39456655,738,42.8314685315,715,32.9591810832,1453
KS,2020,7,3,39.35800307,676,46.6703053435,655,42.956468877,1331
KS,2020,7,4,32.57611948,603,62.2411147011,619,47.6028232786,1222
KS,2020,7,5,24.83577041,610,43.1667155963,545,33.4854371862,1155
KS,2020,7,6,23.79067564,740,31.0149028401,669,27.2207735796,1409
KS,2020,7,7,17.6742591,749,31.4240813253,664,24.1356051422,1413
KS,2020,7,8,25.79614253,757,30.647080292,685,28.1005061687,1442
KS,2020,7,9,24.87627121,767,26.6289985896,709,25.7181978442,1476
KS,2020,7,10,27.45651059,705,35.1488789238,669,31.2019213726,1374
KS,2020,7,11,21.53919577,659,36.3911821086,626,28.7744824999,1285
KS,2020,7,12,25.35816108,658,36.1657278481,632,30.6530310005,1290
KS,2020,7,13,23.14071137,717,30.7381674566,633,26.7030741128,1350
KS,2020,7,14,25.81687833,756,28.861408046,696,27.2762396815,1452
KS,2020,7,15,29.15378082,775,35.1732676056,710,32.031784603,1485
KS,2020,7,16,22.49500662,759,30.6434637681,690,26.3752243096,1449
KS,2020,7,17,31.93906613,664,25.4417503805,657,28.707622945,1321
KS,2020,7,18,25.2919836,610,44.0561001789,559,34.2647305355,1169
KS,2020,7,19,27.49467568,663,28.9822535211,568,28.1810641558,1231
KS,2020,7,20,27.26013633,734,36.8488294798,692,31.9132749412,1426
KS,2020,7,21,22.83030921,744,35.4287237237,666,28.7810496824,1410
KS,2020,7,22,23.90673604,769,44.9842212518,687,33.8519505596,1456
KS,2020,7,23,18.54579726,740,32.4029050279,716,25.3601442118,1456
KS,2020,7,24,18.48211619,671,44.0408431953,676,31.3089160828,1347
KS,2020,7,25,20.82753717,605,36.9739629005,593,28.8198831284,1198
KS,2020,7,26,27.26559456,656,28.5561209964,562,27.861059139,1218
KS,2020,7,27,20.00565151,706,30.8150866142,635,25.1242132484,1341
KS,2020,7,28,18.53430653,757,31.5777635783,626,24.4382863653,1383
KS,2020,7,29,21.2395871,775,30.2198150782,703,25.5109675254,1478
KS,2020,7,30,21.77393297,745,32.4963988522,697,26.9567060074,1442
KS,2020,7,31,27.13713831,636,33.9863117284,648,30.5937305025,1284
KY,2020,1,1,40.72374357,1170,52.5641463415,1230,46.7919499904,2400
KY,2020,1,2,33.74395967,1139,40.762354049,1062,37.1303907606,2201
KY,2020,1,3,28.02088518,1141,33.3588422972,1097,30.637390523,2238
KY,2020,1,4,26.53321998,1146,27.7686263287,1223,27.1710004631,2369
KY,2020,1,5,27.52,1081,20.9756676004,1071,24.2630390335,2152
KY,2020,1,6,16.07072436,1132,27.2549586017,1087,21.5494366722,2219
KY,2020,1,7,15.91026054,1151,21.5939520958,1169,18.7741551214,2320
KY,2020,1,8,16.08671736,1182,22.5560146252,1094,19.1963004919,2276
KY,2020,1,9,22.21976558,1194,25.3470146678,1159,23.7601317903,2353
KY,2020,1,10,22.06599653,1149,24.413506383,1175,23.252882966,2324
KY,2020,1,11,23.59807223,1162,24.3717320261,1224,23.9949538689,2386
KY,2020,1,12,24.55629963,1208,22.4845396536,1097,23.5703036673,2305
KY,2020,1,13,19.4482641,1325,20.694928,1250,20.0534407505,2575
KY,2020,1,14,13.36632008,981,20.290454902,1275,17.2795611695,2256
KY,2020,1,15,16.56997847,930,18.0639948119,771,17.2471604804,1701
KY,2020,1,16,18.02161732,1150,19.3622404372,1098,18.6764234511,2248
KY,2020,1,17,18.51319578,1139,30.2864472498,1109,24.3212633423,2248
KY,2020,1,18,22.9233016,1151,19.2166529943,1219,21.0168017475,2370
KY,2020,1,19,27.78175697,1087,16.1198635123,1099,21.9188013844,2186
KY,2020,1,20,20.72830653,1116,24.6043013972,1002,22.561992487,2118
KY,2020,1,21,13.91036363,1155,18.1298776224,1144,16.0100260951,2299
KY,2020,1,22,15.45520446,1174,23.0604358759,1193,19.2883439105,2367
KY,2020,1,23,21.41036709,1199,24.2186094421,1165,22.7942936298,2364
KY,2020,1,24,22.05867708,1149,26.7324232082,1172,24.4187074386,2321
KY,2020,1,25,21.12214227,1181,20.920795053,1132,21.0236013925,2313
KY,2020,1,26,20.61213371,1181,16.7281643625,1302,18.5755134561,2483
KY,2020,1,27,20.68246872,1114,20.7072573044,1061,20.6945609904,2175
KY,2020,1,28,14.302349,1192,20.7717425569,1142,17.4677506461,2334
KY,2020,1,29,13.64344675,1146,18.7482894737,1140,16.1891688432,2286
KY,2020,1,30,21.42809834,1220,18.5000965759,1139,20.0143662462,2359
KY,2020,1,31,24.46871398,1182,23.4368189369,1204,23.9480091888,2386
KY,2020,2,1,26.07825024,1223,23.4609785408,1165,24.8013986782,2388
KY,2020,2,2,23.10398908,727,15.4279786423,1311,18.1661825619,2038
KY,2020,2,3,20.4941722,604,15.5515858209,536,18.1702894814,1140
KY,2020,2,4,15.33304592,1067,15.569,940,15.4435575469,2007
KY,2020,2,5,18.95681407,1221,19.8199767261,1289,19.4000876412,2510
KY,2020,2,6,30.05244573,552,19.6541113281,1024,23.2961675399,1576
KY,2020,2,7,12.70029793,638,6.26574766355,428,10.1168199619,1066
KY,2020,2,8,22.14538939,1156,22.1107841615,1288,22.1271522647,2444
KY,2020,2,9,27.51801017,990,34.7433488806,1072,31.274345329,2062
KY,2020,2,10,17.45077278,1061,21.5980658436,972,19.4336399014,2033
KY,2020,2,11,16.30126861,1072,17.123516791,1072,16.7123927005,2144
KY,2020,2,12,19.73972477,1090,19.2699799398,997,19.5153186389,2087
KY,2020,2,13,26.64463756,1255,23.6434332192,1168,25.1979158637,2423
KY,2020,2,14,27.31747825,1150,26.677103336,1229,26.9866582545,2379
KY,2020,2,15,27.4863688,1041,25.217572305,1141,26.2999816319,2182
KY,2020,2,16,27.52778608,1066,17.7775075377,995,22.8205919269,2061
KY,2020,2,17,18.78010057,1094,18.748100189,1058,18.7643680407,2152
KY,2020,2,18,14.68088643,1207,27.0787851315,1103,20.6007488836,2310
KY,2020,2,19,17.35501255,1199,22.1122258862,1213,19.7474253928,2412
KY,2020,2,20,21.97662637,1156,22.3164157706,1116,22.1435299664,2272
KY,2020,2,21,24.49816016,1136,25.3826995516,1115,24.9363038391,2251
KY,2020,2,22,22.89772689,1047,22.4422392211,1438,22.634148915,2485
KY,2020,2,23,24.14557357,1046,26.9991295337,965,25.51488312,2011
KY,2020,2,24,17.16516856,1157,19.121835443,1106,18.1214538329,2263
KY,2020,2,25,18.94768665,1232,20.6192844974,1174,19.76333747,2406
KY,2020,2,26,16.87297949,1215,18.8264354697,1139,17.8181733561,2354
KY,2020,2,27,22.61028531,1227,18.5271379898,1174,20.6137776241,2401
