year,fips,srb
2022,18085,2.732240437
2016,18087,2.770083102
2017,18087,4.643962848
2018,18087,3.831417625
2019,18087,6.430868167
2020,18087,4.385964912
2016,18089,7.771275065
2017,18089,10.15133001
2018,18089,12.5
2019,18089,11.58591634
2020,18089,11.7635429
2021,18089,7.694248234
2022,18089,8.826262001
2016,18091,2.418379686
2017,18091,4.476275739
2018,18091,4.192872117
2019,18091,6.546014632
2020,18091,6.687242798
2021,18091,4.062288422
2022,18091,8.257638315
2016,18093,2.192982456
2017,18093,10.44932079
2018,18093,12.37964237
2019,18093,5.747126437
2020,18093,10.69518717
2021,18093,6.451612903
2022,18093,15.56420233
2016,18095,5.382545175
2017,18095,6.741140216
2018,18095,11.96543319
2019,18095,6.047103756
2020,18095,7.822685789
2021,18095,4.648460198
2022,18095,8.573655495
2016,18097,11.88333762
2017,18097,12.44105041
2018,18097,13.99311319
2019,18097,13.98722821
2020,18097,19.75518119
2021,18097,12.3718272
2022,18097,11.97891711
2016,18099,2.684563758
2017,18099,5.141388175
2018,18099,8.314436886
2019,18099,4.634994206
2020,18099,10.67615658
2021,18099,2.044989775
2016,18101,11.11111111
2018,18101,5.128205128
2019,18101,7.407407407
2016,18103,6.666666667
2017,18103,13.9335477
2018,18103,9.732360097
2019,18103,8.680555556
2021,18103,6.329113924
2022,18103,4.830917874
2016,18105,3.516483516
2017,18105,1.091362644
2018,18105,1.951219512
2019,18105,2.232765839
2020,18105,2.830188679
2021,18105,3.010234798
2022,18105,3.168567807
2016,18107,1.677852349
2017,18107,4.781420765
2018,18107,9.923664122
2019,18107,10.01251564
2020,18107,9.259259259
2016,18109,0.811688312
2017,18109,5.229734778
2018,18109,4.51374641
2019,18109,3.194888179
2020,18109,7.672634271
2021,18109,9.389671362
2022,18109,4.622496148
2016,18113,3.676470588
2017,18113,6.869479882
2018,18113,7.786429366
2019,18113,7.407407407
2020,18113,9.501187648
2022,18113,4.016064257
2017,18117,3.273322422
2018,18117,5.911330049
2019,18117,1.351351351
2020,18117,2.469135802
2022,18117,9.615384615
2016,18121,3.717472119
2017,18121,3.603603604
2019,18121,3.546099291
2021,18121,5.681818182
2017,18123,2.702702703
2018,18123,3.184713376
2020,18123,6.493506494
2018,18125,7.352941176
2019,18125,21.27659574
2016,18127,2.03562341
2017,18127,8.185721954
2018,18127,7.47481313
2019,18127,7.753816331
2020,18127,9.139615506
2021,18127,3.355704698
2022,18127,3.291278113
2017,18129,1.587301587
2018,18129,5.494505495
2019,18129,3.058103976
2020,18129,4.255319149
2021,18129,5.882352941
2022,18129,8.196721311
2017,18131,4.255319149
2016,18133,2.057613169
2017,18133,3.93081761
2018,18133,6.200177148
2019,18133,7.672634271
2020,18133,1.937984496
2021,18133,5.361930295
2022,18133,3.164556962
2016,18135,7.042253521
2017,18135,11.53212521
2018,18135,2.028397566
2020,18135,10.75268817
2021,18135,12.04819277
2022,18135,7.092198582
2016,18137,2.702702703
2017,18137,1.340482574
2018,18137,4.444444444
2019,18137,2.2172949
2020,18137,7.117437722
2021,18137,3.802281369
2016,18139,6.097560976
2018,18139,12.15805471
2019,18139,4.739336493
2020,18139,11.76470588
2022,18139,10.1010101
2016,18141,8.456082924
2017,18141,9.736858323
2018,18141,10.56531284
2019,18141,11.82495345
2020,18141,15.72781255
2021,18141,8.725071225
2022,18141,8.372472943
2017,18143,3.436426117
2018,18143,2.994011976
2019,18143,3.058103976
2020,18143,4.158004158
2021,18143,2.739726027
2022,18143,3.460207612
2016,18145,2.320185615
2017,18145,2.237136465
2018,18145,7.281553398
2019,18145,9.478672986
2020,18145,3.667481663
2021,18145,4.457652303
2016,18149,5.376344086
2018,18149,10.20408163
2016,18151,0.82781457
2017,18151,6.913580247
2018,18151,3.07503075
2019,18151,5.400540054
2020,18151,8.097165992
2021,18151,1.644736842
2022,18151,4.444444444
2018,18153,3.6900369
2022,18153,29.85074627
2016,18157,7.698709946
2017,18157,10.49660404
2018,18157,7.71635085
2019,18157,5.937234945
2020,18157,7.721104352
2021,18157,6.902044067
2022,18157,5.418422637
2016,18159,3.012048193
2017,18159,4.987531172
2018,18159,5.772005772
2019,18159,3.984063745
2020,18159,15.95744681
2021,18159,7.90513834
2022,18159,16.48351648
2021,18161,29.41176471
2016,18163,9.515178976
2017,18163,15.14282437
2018,18163,14.88324352
2019,18163,14.25262783
2020,18163,16.30580059
2021,18163,13.28337875
2022,18163,9.676062263
2016,18165,5.524861878
2017,18165,5.050505051
2016,18167,9.255962976
2017,18167,12.5607101
2018,18167,14.87265291
2019,18167,13.69463869
2020,18167,8.189262966
2021,18167,4.186602871
2022,18167,12.10287443
2016,18169,5.415162455
2017,18169,8.613938919
2018,18169,6.796941376
2019,18169,7.782101167
2020,18169,12.00686106
2021,18169,7.058823529
2022,18169,2.958579882
2016,18173,4.893964111
2017,18173,6.944444444
2018,18173,8.98652022
2019,18173,8.075370121
2020,18173,12.03703704
2021,18173,6.578947368
2022,18173,12.58992806
2019,18175,7.90513834
2016,18177,10.04304161
2017,18177,9.460406447
2018,18177,10.33057851
2019,18177,10.36585366
2020,18177,10.01821494
2021,18177,9.009009009
2022,18177,12.36263736
2016,18179,13.98601399
2017,18179,6.896551724
2019,18179,11.66180758
2021,18179,9.478672986
2022,18179,6.756756757
2016,18181,7.155635063
2017,18181,1.077586207
2018,18181,1.349527665
2019,18181,2.262443439
2022,18181,4.566210046
2016,18183,8.849557522
2017,18183,4.192872117
2018,18183,2.378121284
2019,18183,11.83431953
2020,18183,2.688172043
2021,18183,3.584229391
2018,19005,5.952380952
2019,19005,10.63829787
2020,19005,23.25581395
2022,19005,18.18181818
2016,19007,11.49425287
2017,19007,3.636363636
2018,19007,4.484304933
2019,19007,5.376344086
2016,19011,5.780346821
2017,19011,2.666666667
2018,19011,6.622516556
2019,19011,27.52293578
2020,19011,16.21621622
2021,19011,14.18439716
2022,19011,18.01801802
2016,19013,7.771215418
2017,19013,9.861111111
2018,19013,11.27187079
2019,19013,10.12292119
2020,19013,13.18133238
2021,19013,9.134615385
2022,19013,7.30816078
2016,19015,3.90625
2017,19015,1.992031873
2018,19015,6.11995104
2019,19015,5.576208178
2022,19015,10.94890511
2017,19017,4.916420846
2018,19017,12.12789416
2019,19017,6.557377049
2021,19017,3.496503497
2022,19017,4.672897196
2018,19019,6.25
2019,19019,4.545454545
2020,19019,5.780346821
2017,19021,2.894356006
2019,19021,4.424778761
2020,19021,7.220216607
2022,19021,6.289308176
2018,19027,4.273504274
2019,19027,2.777777778
2020,19027,12.24489796
2022,19027,6.756756757
2017,19029,9.090909091
2018,19029,8.695652174
2019,19029,6.920415225
2021,19029,6.993006993
2018,19031,2.994011976
2020,19031,11.42857143
2021,19031,7.042253521
2016,19033,4.409171076
2017,19033,6.043700604
2018,19033,8.012018027
2019,19033,4.968062456
2020,19033,7.518796992
2021,19033,1.522070015
2022,19033,4.87012987
2019,19035,7.633587786
2016,19039,7.246376812
2022,19039,10.41666667
2017,19041,5.338078292
2018,19041,4.282655246
2019,19041,6.535947712
2020,19041,9.132420091
2022,19041,18.86792453
2017,19043,6.578947368
2018,19043,4.524886878
2016,19045,10.89918256
2017,19045,9.992313605
2018,19045,8.348794063
2019,19045,7.281553398
2020,19045,14.92537313
2022,19045,7.117437722
2016,19047,5.747126437
2017,19047,9.554140127
2018,19047,5.917159763
2019,19047,9.756097561
2021,19047,29.41176471
2022,19047,9.259259259
2016,19049,1.582278481
2017,19049,1.416932341
2018,19049,2.030869212
2019,19049,2.116402116
2020,19049,6.228373702
2021,19049,6.743737958
2022,19049,4.459308807
2017,19055,2.88184438
2018,19055,3.484320557
2020,19055,16.85393258
2022,19055,31.25
2016,19057,9.276437848
2017,19057,9.74025974
2018,19057,7.670182167
2019,19057,7.741935484
2020,19057,7.285974499
2021,19057,5.194805195
2022,19057,3.076923077
2016,19059,0.725689405
2018,19059,2.204261572
2019,19059,2.209944751
2020,19059,5.917159763
2022,19059,5.555555556
2016,19061,2.516356316
2017,19061,8.058945429
2018,19061,7.857517025
2019,19061,3.75798572
2020,19061,4.250797024
2021,19061,5.473453749
2022,19061,6.088280061
2016,19063,8.849557522
2018,19063,14.42307692
2019,19063,16.66666667
2020,19063,10.52631579
2021,19063,12.82051282
2016,19065,7.575757576
2017,19065,2.89017341
2018,19065,17.36111111
2020,19065,14.49275362
2021,19065,9.174311927
2022,19065,10.75268817
2017,19067,2.475247525
2018,19067,3.484320557
2019,19067,4.716981132
2020,19067,14.18439716
2021,19067,9.009009009
2022,19067,10.98901099
2017,19069,9.803921569
2019,19069,7.936507937
2017,19073,3.205128205
2022,19073,17.54385965
2017,19079,2.304147465
2018,19079,5.319148936
2016,19081,9.708737864
2020,19081,12.19512195
2022,19081,22.22222222
2018,19083,5.83090379
2020,19083,20.94240838
2021,19083,5.952380952
2022,19083,7.142857143
2018,19085,4.016064257
2020,19085,8.064516129
2016,19087,3.802281369
2017,19087,3.496503497
2018,19087,7.920792079
2021,19087,4.566210046
2021,19089,12.34567901
2022,19089,22.72727273
2019,19091,8.130081301
2020,19091,11.23595506
2020,19095,5.102040816
2016,19097,3.144654088
2017,19097,1.612903226
2018,19097,3.816793893
2019,19097,8.875739645
2017,19099,4.780876494
2018,19099,6.386861314
2020,19099,3.676470588
2022,19099,2.450980392
2017,19101,7.894736842
2020,19101,29.7029703
2022,19101,9.009009009
2016,19103,5.402579296
2017,19103,10.46643914
2018,19103,11.01788287
2019,19103,9.946442234
2020,19103,14.5482389
2021,19103,10.13824885
2022,19103,10.03602676
2016,19105,2.493765586
2017,19105,5.281690141
2018,19105,7.009345794
2022,19105,8.196721311
2016,19109,6.493506494
2021,19109,8.474576271
2016,19111,3.484320557
2017,19111,1.587301587
2018,19111,5.395683453
2019,19111,2.364066194
2020,19111,3.521126761
2021,19111,7.874015748
2016,19113,9.870585655
2017,19113,11.95595176
2018,19113,11.97399932
2019,19113,12.47855249
2020,19113,14.14790997
2021,19113,10.05458202
2022,19113,11.86503522
2018,19117,7.352941176
2020,19117,12.65822785
2017,19119,7.407407407
2017,19121,6.423982869
2018,19121,4.87804878
2019,19121,3.012048193
2016,19123,8.547008547
2017,19123,5.031446541
2018,19123,3.797468354
2019,19123,3.759398496
2020,19123,10.02506266
2016,19125,1.095290252
2017,19125,1.769911504
2018,19125,1.905972046
2019,19125,5.319148936
2020,19125,2.487562189
2021,19125,2.430133657
2022,19125,1.623376623
2016,19127,7.142857143
2017,19127,4.210526316
2018,19127,2.644103649
2019,19127,4.827031376
2020,19127,2.600780234
2021,19127,7.736943907
2022,19127,15.83710407
2017,19129,7.853403141
2018,19129,5.83090379
2020,19129,4.651162791
2022,19129,7.352941176
2020,19131,8.849557522
2017,19133,5.464480874
2018,19133,4.830917874
2019,19133,9.345794393
2020,19133,10.86956522
2016,19135,10.52631579
2018,19135,13.51351351
2020,19135,13.88888889
2016,19137,7.575757576
2017,19137,11.02941176
2018,19137,8.849557522
2020,19137,15.87301587
2022,19137,17.24137931
2016,19139,3.676470588
2017,19139,6.512301013
2018,19139,10.32702238
2019,19139,8.363201912
2020,19139,9.538950715
2022,19139,6.024096386
2019,19141,7.194244604
2021,19141,12.5
2020,19143,20.40816327
2018,19145,11.9760479
2020,19145,5.555555556
2017,19147,4.566210046
2019,19147,8.064516129
2021,19147,16.12903226
2022,19147,46.51162791
2016,19149,2.463054187
2017,19149,11.15760112
2018,19149,3.418803419
2019,19149,2.590673575
2020,19149,3.311258278
2021,19149,4.424778761
2022,19149,6.578947368
2016,19153,6.736111111
2017,19153,9.206977162
2018,19153,11.29650327
2019,19153,11.63282572
2020,19153,15.52
2021,19153,11.24629384
2022,19153,11.34215501
2016,19155,5.330490405
2017,19155,7.904444054
2018,19155,6.590096027
2019,19155,6.364139458
2020,19155,8.240626288
2021,19155,7.002188184
2022,19155,7.534983854
2017,19157,1.379310345
2018,19157,10.29411765
2019,19157,4.008016032
2020,19157,17.59530792
2021,19157,9.345794393
2022,19157,4.273504274
2016,19163,5.112247166
2017,19163,9.455974457
2018,19163,8.783969256
2019,19163,8.899676375
2020,19163,12.3350545
2021,19163,8.679245283
2022,19163,14.34034417
2016,19165,5.882352941
2021,19165,9.433962264
2016,19167,2.288329519
2017,19167,2.057613169
2018,19167,7.407407407
2019,19167,3.745318352
2020,19167,4.987531172
2021,19167,2.816901408
2022,19167,4.184100418
2016,19169,6.127739807
2017,19169,7.545671168
2018,19169,9.967575357
2019,19169,10.42571677
2020,19169,11.61103048
2021,19169,7.428369296
2022,19169,8.771929825
2016,19171,12.19512195
2017,19171,7.957559682
2018,19171,3.50877193
2019,19171,4.444444444
2020,19171,12.34567901
2022,19171,23.52941176
2016,19175,8.928571429
2017,19175,10.47120419
2018,19175,2.906976744
2019,19175,3.95256917
2020,19175,10.75268817
2022,19175,7.874015748
2016,19179,4.739336493
2017,19179,10.6257379
2018,19179,15.21438451
2019,19179,3.846153846
2020,19179,8.042895442
2022,19179,19.60784314
2016,19181,4.612546125
2017,19181,3.424657534
2018,19181,6.611570248
2019,19181,4.662004662
2020,19181,7.559395248
2021,19181,6.527415144
2022,19181,7.246376812
2017,19183,2.304147465
2018,19183,2.583979328
2019,19183,3.401360544
2021,19183,6.41025641
2016,19187,8.077544426
2017,19187,6.99844479
2018,19187,9.149130833
2019,19187,6.765899865
2020,19187,3.533568905
2021,19187,4.494382022
2022,19187,10.3626943
2017,19189,7.159904535
2018,19189,5.899705015
2017,19191,5.102040816
2018,19191,4.634994206
2020,19191,2.604166667
2021,19191,5.633802817
2022,19191,3.50877193
2016,19193,6.12244898
2017,19193,8.69925435
2018,19193,9.189842805
2019,19193,7.649513213
2020,19193,8.024072217
2021,19193,2.507836991
2022,19193,3.125
2017,19197,4.524886878
2019,19197,7.751937985
2022,19197,40.81632653
2017,20001,5
2020,20001,6.896551724
2021,20001,9.259259259
2017,20003,5.649717514
2018,20003,21.12676056
2021,20003,20.83333333
2022,20003,23.80952381
2016,20005,5.050505051
2017,20005,6.031363088
2018,20005,7.215007215
2019,20005,2.375296912
2020,20005,13.69863014
2021,20005,3.745318352
2022,20005,3.802281369
2016,20009,2.150537634
2017,20009,2.205071665
2018,20009,8.652657602
2019,20009,3.929273084
2020,20009,2.857142857
2016,20011,12.24489796
2017,20011,7.722007722
2018,20011,2.016129032
2020,20011,11.49425287
2022,20011,21.42857143
2018,20013,6.849315068
2016,20015,6.756756757
2017,20015,7.794457275
2018,20015,10.11157601
2019,20015,2.7100271
2020,20015,5.204460967
2021,20015,8.71459695
2022,20015,6.203473945
2021,20017,16.66666667
2022,20017,36.36363636
2016,20021,3.802281369
2017,20021,5.474452555
2018,20021,1.992031873
2019,20021,11.9760479
2020,20021,3.90625
2021,20021,5.208333333
2022,20023,50
2016,20027,10.86956522
2017,20027,4.464285714
2018,20027,4.926108374
2019,20027,8
2022,20027,19.60784314
2016,20029,6.756756757
2017,20029,8.379888268
2018,20029,3.205128205
2019,20029,13.27433628
2020,20029,6.134969325
2018,20031,5.681818182
2019,20031,9.345794393
2016,20035,9.242144177
2017,20035,7.751937985
2018,20035,6.683375104
2019,20035,6.172839506
2020,20035,11.55115512
2021,20035,2.222222222
2022,20035,6.134969325
2016,20037,5.911330049
2017,20037,4.872107186
2018,20037,9.598603839
2019,20037,9.523809524
2020,20037,9.74025974
2021,20037,6.060606061
2022,20037,12.86764706
2016,20041,4.310344828
2017,20041,6.060606061
2019,20041,7.092198582
2022,20041,6.849315068
2016,20043,9.615384615
2016,20045,1.97044335
2017,20045,1.371742112
2018,20045,1.018744906
2019,20045,1.520681265
2020,20045,0.980392157
2021,20045,1.216545012
2022,20045,4.125838061
2016,20051,4.266211604
2017,20051,10.14198783
2018,20051,12.61261261
2019,20051,8.119079838
2020,20051,12.96111665
2021,20051,11.8623962
2022,20051,5.217391304
2016,20055,3.076923077
2017,20055,6.168080185
2018,20055,4.918032787
2019,20055,3.314917127
2020,20055,18.21192053
2021,20055,5.607476636
2022,20055,12.04819277
2016,20057,4.6875
2017,20057,6.807866868
2018,20057,10.90604027
2019,20057,7.025761124
2020,20057,8.733624454
2021,20057,1.669449082
2022,20057,4.132231405
2016,20059,11.04972376
2017,20059,4.656577416
2018,20059,2.528445006
2019,20059,3.710575139
2020,20059,4.716981132
2021,20059,8.474576271
2022,20059,3.205128205
2016,20061,7.26744186
2017,20061,7.963594994
2018,20061,8.252063016
2019,20061,5.636978579
2020,20061,9.459459459
2021,20061,10.96491228
2022,20061,5.194805195
2017,20067,14.92537313
2018,20067,6.097560976
2018,20073,6.756756757
2017,20075,31.25
2016,20079,4.746835443
2017,20079,7.985257985
2018,20079,8.19112628
2019,20079,6.315789474
2020,20079,5.208333333
2021,20079,1.618122977
2022,20079,6.833712984
2017,20085,4
2019,20085,5.847953216
2018,20087,5.882352941
2016,20091,5.175915613
2017,20091,7.474095465
2018,20091,8.071981338
2019,20091,9.019904258
2020,20091,13.56119837
2021,20091,11.68527655
2022,20091,13.41727732
2016,20095,9.259259259
2018,20095,14.92537313
2016,20099,11.53846154
2017,20099,10.24590164
2018,20099,13.48314607
2019,20099,16.50165017
2020,20099,19.90049751
2021,20099,7.042253521
2022,20099,9.174311927
2018,20101,41.66666667
2016,20103,9.442870633
2017,20103,6.595218467
2018,20103,6.790402897
2019,20103,5.909389363
2020,20103,14.53957997
2021,20103,7.299270073
2022,20103,9.523809524
2016,20111,11.19402985
2017,20111,7.394519356
2018,20111,3.784295175
2019,20111,6.651884701
2020,20111,5.793742758
2021,20111,5.319148936
2022,20111,3.058103976
2016,20113,5.825242718
2017,20113,5.555555556
2018,20113,5.956813105
2019,20113,12.15469613
2020,20113,6.702412869
2021,20113,8.503401361
2022,20113,4.95049505
2018,20115,6.833712984
2019,20115,11.45038168
2020,20115,10.81081081
2021,20115,6.578947368
2022,20115,12.19512195
2016,20117,11.23595506
2017,20117,4.405286344
2022,20117,17.54385965
2016,20121,5.376344086
2017,20121,2.496878901
2018,20121,2.801120448
2020,20121,9.009009009
2021,20121,3.300330033
2022,20121,12.5
2019,20123,6.666666667
2020,20123,12.34567901
2016,20125,7.278020378
2017,20125,8.580858086
2018,20125,6.232686981
2019,20125,3.311258278
2020,20125,5.657708628
2021,20125,3.220611916
2022,20125,7.633587786
2017,20133,2.427184466
2018,20133,11.73020528
2019,20133,4
2021,20133,7.518796992
2016,20137,1.091464746
2017,20137,1.249632461
2018,20137,1.364694549
2019,20137,1.698561884
2020,20137,1.143118427
2021,20137,1.070090958
2022,20137,0.722282412
2017,20139,6.41025641
2018,20139,7.299270073
2016,20145,10.20408163
2017,20145,10.86956522
2018,20145,5.988023952
2021,20145,15.15151515
2022,20145,18.18181818
2017,20147,7.407407407
2017,20149,1.582278481
2018,20149,6.651884701
2016,20151,4.807692308
2017,20151,2.083333333
2018,20151,4.514672686
2020,20151,15.87301587
2021,20151,7.092198582
2022,20151,7.575757576
2021,20153,52.63157895
2022,20153,23.80952381
2016,20155,4.655493482
2017,20155,6.688963211
2018,20155,9.844134537
2019,20155,3.731343284
2020,20155,4.970178926
2021,20155,5.170630817
2022,20155,4.026845638
2016,20159,4.975124378
2017,20159,2.252252252
2018,20159,3.657644477
2019,20159,2.69541779
2021,20159,2.985074627
2016,20161,3.562176166
2017,20161,5.893416928
2018,20161,10.00285796
2019,20161,8.53765324
2020,20161,8.937779306
2021,20161,3.388394748
2022,20161,4.901960784
2017,20167,2.645502646
2018,20167,6.557377049
2020,20167,4.672897196
2022,20167,16.66666667
2016,20169,4.297994269
2017,20169,5.571030641
2018,20169,7.109004739
2019,20169,5.452562704
2020,20169,7.422402159
2021,20169,8.210180624
2022,20169,6.322444679
2016,20171,12.34567901
2017,20171,15.87301587
2018,20171,6.993006993
2016,20173,11.51812689
2017,20173,16.81669799
2018,20173,13.88057264
2019,20173,13.21951956
2020,20173,15.39612958
2021,20173,11.23139378
2022,20173,12.65395647
2017,20175,9.776536313
2018,20175,8.077544426
2019,20175,4.301075269
2020,20175,5.235602094
2016,20177,5.978602895
2017,20177,8.614501077
2018,20177,8.706664556
2019,20177,10.48313583
2020,20177,14.05750799
2021,20177,8.227067051
2022,20177,11.51543068
2017,20181,3.623188406
2018,20181,4.405286344
2019,20181,3.496503497
2020,20181,3.745318352
2022,20181,5.882352941
2018,20183,14.70588235
2021,20183,23.25581395
2022,20183,27.77777778
2016,20189,10.20408163
2019,20189,8.474576271
2021,20189,18.51851852
2022,20189,18.51851852
2018,20191,1.84501845
2019,20191,5.434782609
2020,20191,4.115226337
2020,20193,3.389830508
2017,20205,7.092198582
2018,20205,8
2016,20209,1.156069364
2017,20209,1.663278507
2018,20209,0.900698041
2019,20209,0.635930048
2020,20209,1.564945227
2022,20209,0.541711809
2017,21001,4.504504505
2018,21001,7.042253521
2019,21001,2.680965147
2020,21001,8.230452675
2021,21001,9.259259259
2022,21001,6.25
2016,21003,7.462686567
2017,21003,3.571428571
2018,21003,4.098360656
2019,21003,17.04545455
2020,21003,7.8125
2021,21003,9.433962264
2022,21003,9.523809524
2016,21005,5.763688761
2017,21005,6.067961165
2018,21005,7.342143906
2019,21005,6.864988558
2020,21005,3.144654088
2021,21005,4.366812227
2016,21009,6.451612903
2017,21009,4.487658938
2018,21009,3.521126761
2019,21009,6.622516556
2020,21009,3.65630713
2021,21009,2.05338809
2022,21009,6.960556845
2016,21013,5.291005291
2017,21013,3.947368421
2018,21013,3.149606299
2019,21013,4.494382022
2020,21013,3.389830508
2022,21013,17.14285714
2016,21015,4.801097394
2017,21015,6.431427082
2018,21015,6.108735492
2019,21015,6.504568685
2020,21015,4.762984804
2021,21015,2.942041777
2022,21015,4.230393752
2016,21017,6.644518272
2017,21017,7.173601148
2018,21017,4.893964111
2019,21017,8.676789588
2020,21017,5.649717514
2022,21017,4.716981132
2016,21019,6.666666667
2017,21019,9.37627395
2018,21019,10.48218029
2019,21019,10.58201058
2020,21019,9.910802775
2021,21019,12.44813278
2022,21019,3.125
2016,21021,5.18134715
2017,21021,9.765625
2018,21021,12.43953006
2019,21021,6.243496358
2020,21021,4.559270517
2021,21021,5.424954792
2022,21021,6.507592191
2019,21025,9.433962264
2022,21025,13.33333333
2020,21027,16.94915254
2016,21029,5.434782609
2017,21029,4.819888382
2018,21029,8.130081301
2019,21029,5.58419244
2020,21029,6.964596634
2021,21029,5.83090379
2022,21029,6.86695279
2018,21033,8.230452675
2019,21033,14.18439716
2020,21033,8.064516129
2021,21033,8.928571429
2016,21035,4.930966469
2017,21035,6.869479882
2018,21035,12.46458924
2019,21035,16.22060016
2020,21035,16.15074024
2021,21035,8.605851979
2022,21035,7.707129094
2016,21037,1.526976586
2017,21037,4.202279202
2018,21037,5.368166771
2019,21037,4.155971153
2020,21037,9.74858902
2021,21037,4.790419162
2022,21037,4.408713693
2016,21041,4.464285714
2017,21041,2.164502165
2018,21041,2.762430939
2021,21041,7.633587786
2022,21041,17.09401709
2016,21043,7.481296758
2017,21043,4.813477738
2018,21043,4.580152672
2019,21043,4.854368932
2020,21043,6.535947712
2022,21043,9.756097561
2016,21047,8.547008547
2017,21047,8.409785933
2018,21047,11.29943503
2019,21047,10.04016064
2020,21047,7.824726135
2021,21047,5.994005994
2022,21047,9.722222222
2016,21049,3.021148036
2017,21049,6.008010681
2018,21049,4.491017964
2019,21049,8.403361345
2020,21049,8.415147265
2021,21049,3.294892916
2022,21049,4.319654428
2018,21051,10.81081081
2019,21051,7.352941176
2020,21051,19.04761905
2022,21055,25.64102564
2016,21059,3.198976328
2017,21059,8.234217749
2018,21059,10.47651234
2019,21059,4.87804878
2020,21059,11.78101178
2021,21059,5.952380952
2022,21059,11.89296333
2018,21065,6.134969325
2021,21065,13.88888889
2016,21067,0.960845544
2017,21067,1.685345917
2018,21067,0.51103843
2019,21067,1.59258723
2020,21067,2.63599329
2021,21067,2.241524236
2022,21067,2.281151982
2017,21069,9.852216749
2018,21069,5.025125628
2019,21069,7.936507937
2016,21071,2.762430939
2017,21071,2.828854314
2018,21071,5.226480836
2019,21071,6.230529595
2020,21071,6.920415225
2021,21071,4.366812227
2022,21071,14.49275362
2016,21073,4.569190601
2017,21073,7.982583454
2018,21073,6.790744467
2019,21073,6.954612006
2020,21073,7.892293408
2021,21073,10.02004008
2022,21073,8.26446281
2017,21075,5.524861878
2018,21075,6.578947368
2016,21077,2.604166667
2017,21077,1.976284585
2017,21079,3.086419753
2018,21079,3.289473684
2019,21079,15.70680628
2021,21079,9.345794393
2022,21079,10.98901099
2017,21081,0.537634409
2018,21081,2.028397566
2019,21081,2.197802198
2022,21081,4.64037123
2016,21083,5.747126437
2017,21083,6.631299735
2018,21083,5.084745763
2019,21083,5.617977528
2022,21083,5.464480874
2017,21085,7.009345794
2019,21085,3.921568627
2020,21085,5.681818182
2022,21085,18.18181818
2016,21089,6.644518272
2017,21089,6.730769231
2018,21089,4.807692308
2019,21089,12.2591944
2020,21089,14.89361702
2021,21089,15.82278481
2022,21089,3.95256917
2021,21091,26.31578947
2016,21093,5.840634126
2017,21093,6.912897492
2018,21093,10.79622132
2019,21093,6.912442396
2020,21093,7.633587786
2021,21093,4.412575841
2022,21093,3.795066414
2017,21095,8.281573499
2018,21095,5.291005291
2019,21095,11.62790698
2020,21095,10.47120419
2017,21097,16.50165017
2019,21097,5.464480874
2020,21097,11.17318436
2018,21099,3.703703704
2016,21101,7.102272727
2017,21101,4.181184669
2018,21101,9.860312243
2019,21101,7.255139057
2020,21101,8.888888889
2022,21101,9.638554217
2018,21105,32.25806452
2016,21107,7.936507937
2017,21107,1.936108422
2018,21107,4.504504505
2019,21107,10.03344482
2020,21107,6.772009029
2021,21107,2.793296089
2022,21107,3.311258278
2016,21111,9.620324102
2017,21111,12.39686554
2018,21111,12.93292923
2019,21111,13.16437008
2020,21111,18.30972343
2021,21111,13.17405381
2022,21111,12.44740533
2016,21113,3.157894737
2017,21113,6.138107417
2018,21113,9.057971014
2019,21113,7.246376812
2020,21113,5.675368899
2021,21113,10.83591331
2022,21113,3.90625
2016,21115,3.278688525
2019,21115,7.092198582
2020,21115,4.62962963
2021,21115,5.882352941
2016,21117,5.296803653
2017,21117,8.764646185
2018,21117,8.225375283
2019,21117,8.909694956
2020,21117,11.51172893
2021,21117,7.714817771
2022,21117,8.816120907
2016,21121,6.984866123
2017,21121,3.837719298
2018,21121,7.175472929
2019,21121,8.064516129
2020,21121,6.887052342
2021,21121,3.384094755
2022,21121,5.649717514
2018,21123,3.496503497
2019,21123,9.174311927
2016,21125,2.811621368
2017,21125,3.20256205
2018,21125,3.796867584
2019,21125,6.656804734
2020,21125,5.381165919
2021,21125,3.605769231
2022,21125,1.358695652
2016,21127,20.51282051
2017,21127,5.970149254
2018,21127,23.07692308
2019,21127,21.50537634
2020,21127,22.55639098
2021,21127,49.38271605
2022,21127,21.73913043
2016,21137,5.681818182
2017,21137,3.105590062
2019,21137,5.235602094
2017,21139,2.564102564
2017,21141,2.141327623
2018,21141,2.754820937
2019,21141,3.773584906
2020,21141,4.62962963
2022,21141,7.352941176
2016,21145,7.692307692
2017,21145,5.800464037
2018,21145,5.312084993
2019,21145,6.545820745
2020,21145,6.164383562
2021,21145,8.912655971
2022,21145,5.107252298
2016,21151,5.657708628
2017,21151,8.412017167
2018,21151,11.02579248
2019,21151,9.309309309
2020,21151,12.97016861
2021,21151,8.196721311
2022,21151,6.618531889
2016,21155,4.329004329
2017,21155,1.715265866
2018,21155,4.149377593
2019,21155,3.311258278
2020,21155,5.076142132
2022,21155,17.24137931
2017,21157,1.379310345
2018,21157,1.560062403
2020,21157,3.389830508
2016,21161,6.25
2017,21161,10.07194245
2018,21161,6.125574273
2019,21161,7.177033493
2020,21161,16.72240803
2021,21161,9.345794393
2022,21161,13.79310345
2017,21167,4.709576138
2018,21167,1.953125
2019,21167,12.08459215
