fips,year,month,usercnt,tweetcnt,usercnt_all,tweetcnt_all,srb,srb_using_tweet
45019,2019,5,10.0,11.0,2973.0,21623.0,3.3636057854,0.508717569255
45019,2019,6,16.0,21.0,3804.0,33050.0,4.20609884332,0.635400907716
45019,2019,7,15.0,18.0,3939.0,31471.0,3.808073115,0.571955133297
45019,2019,8,7.0,11.0,3536.0,30051.0,1.97963800905,0.366044391202
45019,2019,9,7.0,7.0,3062.0,28864.0,2.28608752449,0.242516629712
45019,2019,10,8.0,9.0,1721.0,10053.0,4.64846019756,0.895255147717
45019,2019,11,,,11442.0,77123.0,0.0,0.0
45019,2019,12,7.0,8.0,2274.0,16190.0,3.07827616535,0.494132180358
45019,2020,1,8.0,10.0,2794.0,26635.0,2.86327845383,0.375445841937
45019,2020,2,14.0,17.0,3017.0,24788.0,4.6403712297,0.685815717283
45019,2020,3,11.0,15.0,2762.0,28191.0,3.98262128892,0.532084707885
45019,2020,4,10.0,10.0,1891.0,22640.0,5.28820729773,0.441696113074
45019,2020,5,5.0,6.0,2377.0,23277.0,2.10349179638,0.257765175925
45019,2020,6,9.0,9.0,2568.0,22281.0,3.5046728972,0.403931600916
45019,2020,7,15.0,16.0,2607.0,24368.0,5.75373993096,0.656598818122
45019,2020,8,13.0,14.0,2350.0,24386.0,5.53191489362,0.574099893381
45019,2020,9,5.0,5.0,2282.0,23054.0,2.19106047327,0.216882102889
45019,2020,10,15.0,20.0,2339.0,25226.0,6.41299700727,0.792832791564
45019,2020,11,10.0,18.0,2164.0,29238.0,4.62107208872,0.615637184486
45019,2020,12,8.0,13.0,1973.0,22854.0,4.05473897618,0.568828213879
45019,2021,1,7.0,7.0,1873.0,21166.0,3.73731980779,0.330719077766
45019,2021,2,6.0,8.0,1719.0,15159.0,3.49040139616,0.527739296787
45019,2021,3,7.0,10.0,1919.0,17676.0,3.64773319437,0.565738854945
45019,2021,4,12.0,15.0,2035.0,17303.0,5.89680589681,0.866901693348
45019,2021,5,12.0,13.0,2397.0,17740.0,5.00625782228,0.732807215333
45019,2021,6,5.0,5.0,2112.0,14689.0,2.36742424242,0.340390768602
45019,2021,7,13.0,16.0,2277.0,15219.0,5.70926657883,1.05131743216
45019,2021,8,6.0,8.0,1933.0,14251.0,3.10398344542,0.561364114799
45019,2021,9,5.0,6.0,1874.0,14681.0,2.66808964781,0.408691506028
45019,2021,10,6.0,6.0,1854.0,14272.0,3.23624595469,0.420403587444
45019,2021,11,3.0,5.0,1829.0,15331.0,1.64024056862,0.326136586002
45019,2021,12,7.0,9.0,1565.0,13247.0,4.47284345048,0.679399109232
45019,2022,1,1.0,1.0,1159.0,10857.0,0.862812769629,0.0921064750852
45019,2022,2,8.0,9.0,1104.0,9640.0,7.24637681159,0.933609958506
45019,2022,3,8.0,11.0,1437.0,13833.0,5.56715379262,0.795199884335
45019,2022,4,3.0,3.0,1534.0,13601.0,1.9556714472,0.220572016763
45019,2022,5,10.0,10.0,1764.0,15484.0,5.66893424036,0.645827951434
45019,2022,6,15.0,22.0,1717.0,12536.0,8.73616773442,1.75494575622
45019,2022,7,8.0,13.0,1775.0,13072.0,4.50704225352,0.994492044064
45019,2022,8,9.0,15.0,1592.0,11048.0,5.65326633166,1.35771180304
45019,2022,9,7.0,7.0,1585.0,11385.0,4.41640378549,0.614844093105
45019,2022,10,9.0,15.0,1557.0,14220.0,5.78034682081,1.05485232068
45019,2022,11,3.0,6.0,1507.0,14142.0,1.99071001991,0.424268137463
45019,2022,12,5.0,7.0,1422.0,13508.0,3.51617440225,0.518211430264
45021,2017,1,2.0,2.0,396.0,4682.0,5.05050505051,0.427167876976
45021,2017,2,,,11442.0,77123.0,0.0,0.0
45021,2017,3,,,11442.0,77123.0,0.0,0.0
45021,2017,4,1.0,1.0,398.0,2533.0,2.51256281407,0.394788787998
45021,2017,5,1.0,1.0,357.0,1971.0,2.80112044818,0.50735667174
45021,2017,6,,,11442.0,77123.0,0.0,0.0
45021,2017,7,1.0,1.0,375.0,2521.0,2.66666666667,0.396667988893
45021,2017,8,,,11442.0,77123.0,0.0,0.0
45021,2017,9,1.0,1.0,386.0,3305.0,2.59067357513,0.302571860817
45021,2017,10,2.0,2.0,368.0,3241.0,5.4347826087,0.617093489664
45021,2017,11,2.0,2.0,380.0,2867.0,5.26315789474,0.697593303104
45021,2017,12,1.0,1.0,379.0,2285.0,2.63852242744,0.437636761488
45021,2018,1,2.0,2.0,304.0,2056.0,6.57894736842,0.972762645914
45021,2018,2,1.0,1.0,274.0,1645.0,3.6496350365,0.607902735562
45021,2018,3,1.0,1.0,321.0,1883.0,3.11526479751,0.531067445566
45021,2018,4,3.0,8.0,330.0,3213.0,9.09090909091,2.48988484283
45021,2018,5,1.0,1.0,331.0,1881.0,3.02114803625,0.531632110579
45021,2018,6,1.0,1.0,263.0,1661.0,3.80228136882,0.602046959663
45021,2018,7,,,11442.0,77123.0,0.0,0.0
45021,2018,8,,,11442.0,77123.0,0.0,0.0
45021,2018,9,,,11442.0,77123.0,0.0,0.0
45021,2018,10,,,11442.0,77123.0,0.0,0.0
45021,2018,11,,,11442.0,77123.0,0.0,0.0
45021,2018,12,2.0,2.0,277.0,1451.0,7.2202166065,1.3783597519
45021,2019,1,1.0,1.0,237.0,1325.0,4.2194092827,0.754716981132
45021,2019,2,1.0,1.0,237.0,1585.0,4.2194092827,0.630914826498
45021,2019,3,,,11442.0,77123.0,0.0,0.0
45021,2019,4,,,11442.0,77123.0,0.0,0.0
45021,2019,5,1.0,4.0,181.0,725.0,5.52486187845,5.51724137931
45021,2019,6,3.0,3.0,255.0,1598.0,11.7647058824,1.87734668335
45021,2019,7,1.0,1.0,251.0,1174.0,3.98406374502,0.851788756388
45021,2019,8,,,11442.0,77123.0,0.0,0.0
45021,2019,9,1.0,1.0,251.0,1357.0,3.98406374502,0.736919675755
45021,2019,10,,,11442.0,77123.0,0.0,0.0
45021,2019,11,,,11442.0,77123.0,0.0,0.0
45021,2019,12,,,11442.0,77123.0,0.0,0.0
45021,2020,1,2.0,2.0,221.0,1358.0,9.04977375566,1.47275405007
45021,2020,2,,,11442.0,77123.0,0.0,0.0
45021,2020,3,,,11442.0,77123.0,0.0,0.0
45021,2020,4,,,11442.0,77123.0,0.0,0.0
45021,2020,5,,,11442.0,77123.0,0.0,0.0
45021,2020,6,1.0,1.0,181.0,958.0,5.52486187845,1.04384133612
45021,2020,7,2.0,2.0,149.0,1014.0,13.4228187919,1.97238658777
45021,2020,8,,,11442.0,77123.0,0.0,0.0
45021,2020,9,1.0,1.0,183.0,1390.0,5.46448087432,0.719424460432
45021,2020,10,,,11442.0,77123.0,0.0,0.0
45021,2020,11,,,11442.0,77123.0,0.0,0.0
45021,2020,12,1.0,1.0,132.0,681.0,7.57575757576,1.4684287812
45021,2021,1,2.0,2.0,136.0,928.0,14.7058823529,2.15517241379
45021,2021,2,,,11442.0,77123.0,0.0,0.0
45021,2021,3,,,11442.0,77123.0,0.0,0.0
45021,2021,4,,,11442.0,77123.0,0.0,0.0
45021,2021,5,1.0,1.0,123.0,627.0,8.13008130081,1.59489633174
45021,2021,6,,,11442.0,77123.0,0.0,0.0
45021,2021,7,,,11442.0,77123.0,0.0,0.0
45021,2021,8,,,11442.0,77123.0,0.0,0.0
45021,2021,9,,,11442.0,77123.0,0.0,0.0
45021,2021,10,,,11442.0,77123.0,0.0,0.0
45021,2021,11,,,11442.0,77123.0,0.0,0.0
45021,2021,12,,,11442.0,77123.0,0.0,0.0
45021,2022,1,,,11442.0,77123.0,0.0,0.0
45021,2022,2,,,11442.0,77123.0,0.0,0.0
45021,2022,3,,,11442.0,77123.0,0.0,0.0
45021,2022,4,,,11442.0,77123.0,0.0,0.0
45021,2022,5,,,11442.0,77123.0,0.0,0.0
45021,2022,6,1.0,1.0,109.0,444.0,9.17431192661,2.25225225225
45021,2022,7,,,11442.0,77123.0,0.0,0.0
45021,2022,8,,,11442.0,77123.0,0.0,0.0
45021,2022,9,,,11442.0,77123.0,0.0,0.0
45021,2022,10,,,11442.0,77123.0,0.0,0.0
45021,2022,11,,,11442.0,77123.0,0.0,0.0
45021,2022,12,,,11442.0,77123.0,0.0,0.0
45023,2017,1,,,11442.0,77123.0,0.0,0.0
45023,2017,2,,,11442.0,77123.0,0.0,0.0
45023,2017,3,1.0,1.0,88.0,652.0,11.3636363636,1.53374233129
45023,2017,4,,,11442.0,77123.0,0.0,0.0
45023,2017,5,1.0,1.0,104.0,575.0,9.61538461538,1.73913043478
45023,2017,6,,,11442.0,77123.0,0.0,0.0
45023,2017,7,,,11442.0,77123.0,0.0,0.0
45023,2017,8,,,11442.0,77123.0,0.0,0.0
45023,2017,9,,,11442.0,77123.0,0.0,0.0
45023,2017,10,1.0,1.0,78.0,485.0,12.8205128205,2.0618556701
45023,2017,11,,,11442.0,77123.0,0.0,0.0
45023,2017,12,,,11442.0,77123.0,0.0,0.0
45023,2018,1,,,11442.0,77123.0,0.0,0.0
45023,2018,2,,,11442.0,77123.0,0.0,0.0
45023,2018,3,,,11442.0,77123.0,0.0,0.0
45023,2018,4,,,11442.0,77123.0,0.0,0.0
45023,2018,5,,,11442.0,77123.0,0.0,0.0
45023,2018,6,,,11442.0,77123.0,0.0,0.0
45023,2018,7,,,11442.0,77123.0,0.0,0.0
45023,2018,8,,,11442.0,77123.0,0.0,0.0
45023,2018,9,,,11442.0,77123.0,0.0,0.0
45023,2018,10,,,11442.0,77123.0,0.0,0.0
45023,2018,11,,,11442.0,77123.0,0.0,0.0
45023,2018,12,,,11442.0,77123.0,0.0,0.0
45023,2019,1,,,11442.0,77123.0,0.0,0.0
45023,2019,2,,,11442.0,77123.0,0.0,0.0
45023,2019,3,,,11442.0,77123.0,0.0,0.0
45023,2019,4,,,11442.0,77123.0,0.0,0.0
45023,2019,5,,,11442.0,77123.0,0.0,0.0
45023,2019,6,,,11442.0,77123.0,0.0,0.0
45023,2019,7,,,11442.0,77123.0,0.0,0.0
45023,2019,8,,,11442.0,77123.0,0.0,0.0
45023,2019,9,,,11442.0,77123.0,0.0,0.0
45023,2019,10,,,11442.0,77123.0,0.0,0.0
45023,2019,11,,,11442.0,77123.0,0.0,0.0
45023,2019,12,,,11442.0,77123.0,0.0,0.0
45023,2020,1,,,11442.0,77123.0,0.0,0.0
45023,2020,2,,,11442.0,77123.0,0.0,0.0
45023,2020,3,,,11442.0,77123.0,0.0,0.0
45023,2020,4,1.0,1.0,48.0,890.0,20.8333333333,1.12359550562
45023,2020,5,,,11442.0,77123.0,0.0,0.0
45023,2020,6,,,11442.0,77123.0,0.0,0.0
45023,2020,7,,,11442.0,77123.0,0.0,0.0
45023,2020,8,,,11442.0,77123.0,0.0,0.0
45023,2020,9,,,11442.0,77123.0,0.0,0.0
45023,2020,10,1.0,2.0,52.0,268.0,19.2307692308,7.46268656716
45023,2020,11,,,11442.0,77123.0,0.0,0.0
45023,2020,12,,,11442.0,77123.0,0.0,0.0
45023,2021,1,,,11442.0,77123.0,0.0,0.0
45023,2021,2,,,11442.0,77123.0,0.0,0.0
45023,2021,3,,,11442.0,77123.0,0.0,0.0
45023,2021,4,,,11442.0,77123.0,0.0,0.0
45023,2021,5,,,11442.0,77123.0,0.0,0.0
45023,2021,6,,,11442.0,77123.0,0.0,0.0
45023,2021,7,,,11442.0,77123.0,0.0,0.0
45023,2021,8,,,11442.0,77123.0,0.0,0.0
45023,2021,9,1.0,1.0,34.0,129.0,29.4117647059,7.7519379845
45023,2021,10,,,11442.0,77123.0,0.0,0.0
45023,2021,11,,,11442.0,77123.0,0.0,0.0
45023,2021,12,,,11442.0,77123.0,0.0,0.0
45023,2022,1,,,11442.0,77123.0,0.0,0.0
45023,2022,2,,,11442.0,77123.0,0.0,0.0
45023,2022,3,1.0,1.0,22.0,157.0,45.4545454545,6.36942675159
45023,2022,4,,,11442.0,77123.0,0.0,0.0
45023,2022,5,1.0,1.0,45.0,202.0,22.2222222222,4.9504950495
45023,2022,6,1.0,1.0,32.0,254.0,31.25,3.93700787402
45023,2022,7,,,11442.0,77123.0,0.0,0.0
45023,2022,8,,,11442.0,77123.0,0.0,0.0
45023,2022,9,,,11442.0,77123.0,0.0,0.0
45023,2022,10,1.0,1.0,41.0,234.0,24.3902439024,4.2735042735
45023,2022,11,,,11442.0,77123.0,0.0,0.0
45023,2022,12,,,11442.0,77123.0,0.0,0.0
45025,2017,1,,,11442.0,77123.0,0.0,0.0
45025,2017,2,1.0,1.0,93.0,598.0,10.752688172,1.67224080268
45025,2017,3,,,11442.0,77123.0,0.0,0.0
45025,2017,4,,,11442.0,77123.0,0.0,0.0
45025,2017,5,1.0,1.0,120.0,508.0,8.33333333333,1.96850393701
45025,2017,6,,,11442.0,77123.0,0.0,0.0
45025,2017,7,,,11442.0,77123.0,0.0,0.0
45025,2017,8,1.0,1.0,107.0,474.0,9.34579439252,2.10970464135
45025,2017,9,,,11442.0,77123.0,0.0,0.0
45025,2017,10,,,11442.0,77123.0,0.0,0.0
45025,2017,11,,,11442.0,77123.0,0.0,0.0
45025,2017,12,1.0,3.0,104.0,518.0,9.61538461538,5.79150579151
45025,2018,1,1.0,1.0,89.0,405.0,11.2359550562,2.46913580247
45025,2018,2,,,11442.0,77123.0,0.0,0.0
45025,2018,3,,,11442.0,77123.0,0.0,0.0
45025,2018,4,,,11442.0,77123.0,0.0,0.0
45025,2018,5,,,11442.0,77123.0,0.0,0.0
45025,2018,6,,,11442.0,77123.0,0.0,0.0
45025,2018,7,,,11442.0,77123.0,0.0,0.0
45025,2018,8,1.0,1.0,93.0,268.0,10.752688172,3.73134328358
45025,2018,9,,,11442.0,77123.0,0.0,0.0
45025,2018,10,1.0,1.0,84.0,574.0,11.9047619048,1.74216027875
45025,2018,11,,,11442.0,77123.0,0.0,0.0
45025,2018,12,1.0,1.0,88.0,630.0,11.3636363636,1.5873015873
45025,2019,1,1.0,1.0,72.0,640.0,13.8888888889,1.5625
45025,2019,2,,,11442.0,77123.0,0.0,0.0
45025,2019,3,,,11442.0,77123.0,0.0,0.0
45025,2019,4,,,11442.0,77123.0,0.0,0.0
45025,2019,5,,,11442.0,77123.0,0.0,0.0
45025,2019,6,,,11442.0,77123.0,0.0,0.0
45025,2019,7,1.0,1.0,80.0,391.0,12.5,2.55754475703
45025,2019,8,,,11442.0,77123.0,0.0,0.0
45025,2019,9,,,11442.0,77123.0,0.0,0.0
45025,2019,10,,,11442.0,77123.0,0.0,0.0
45025,2019,11,,,11442.0,77123.0,0.0,0.0
45025,2019,12,,,11442.0,77123.0,0.0,0.0
45025,2020,1,,,11442.0,77123.0,0.0,0.0
45025,2020,2,,,11442.0,77123.0,0.0,0.0
45025,2020,3,,,11442.0,77123.0,0.0,0.0
45025,2020,4,,,11442.0,77123.0,0.0,0.0
45025,2020,5,,,11442.0,77123.0,0.0,0.0
45025,2020,6,,,11442.0,77123.0,0.0,0.0
45025,2020,7,,,11442.0,77123.0,0.0,0.0
45025,2020,8,,,11442.0,77123.0,0.0,0.0
45025,2020,9,,,11442.0,77123.0,0.0,0.0
45025,2020,10,,,11442.0,77123.0,0.0,0.0
45025,2020,11,,,11442.0,77123.0,0.0,0.0
45025,2020,12,,,11442.0,77123.0,0.0,0.0
45025,2021,1,,,11442.0,77123.0,0.0,0.0
45025,2021,2,,,11442.0,77123.0,0.0,0.0
45025,2021,3,,,11442.0,77123.0,0.0,0.0
45025,2021,4,,,11442.0,77123.0,0.0,0.0
45025,2021,5,1.0,1.0,54.0,229.0,18.5185185185,4.36681222707
45025,2021,6,,,11442.0,77123.0,0.0,0.0
45025,2021,7,,,11442.0,77123.0,0.0,0.0
45025,2021,8,,,11442.0,77123.0,0.0,0.0
45025,2021,9,,,11442.0,77123.0,0.0,0.0
45025,2021,10,,,11442.0,77123.0,0.0,0.0
45025,2021,11,1.0,1.0,46.0,241.0,21.7391304348,4.14937759336
45025,2021,12,,,11442.0,77123.0,0.0,0.0
45025,2022,1,,,11442.0,77123.0,0.0,0.0
45025,2022,2,,,11442.0,77123.0,0.0,0.0
45025,2022,3,,,11442.0,77123.0,0.0,0.0
45025,2022,4,,,11442.0,77123.0,0.0,0.0
45025,2022,5,,,11442.0,77123.0,0.0,0.0
45025,2022,6,,,11442.0,77123.0,0.0,0.0
45025,2022,7,1.0,1.0,39.0,176.0,25.641025641,5.68181818182
45025,2022,8,,,11442.0,77123.0,0.0,0.0
45025,2022,9,,,11442.0,77123.0,0.0,0.0
45025,2022,10,,,11442.0,77123.0,0.0,0.0
45025,2022,11,,,11442.0,77123.0,0.0,0.0
45025,2022,12,,,11442.0,77123.0,0.0,0.0
45027,2017,1,1.0,1.0,94.0,1161.0,10.6382978723,0.861326442722
45027,2017,2,,,11442.0,77123.0,0.0,0.0
45027,2017,3,,,11442.0,77123.0,0.0,0.0
45027,2017,4,,,11442.0,77123.0,0.0,0.0
45027,2017,5,,,11442.0,77123.0,0.0,0.0
45027,2017,6,,,11442.0,77123.0,0.0,0.0
45027,2017,7,,,11442.0,77123.0,0.0,0.0
45027,2017,8,,,11442.0,77123.0,0.0,0.0
45027,2017,9,,,11442.0,77123.0,0.0,0.0
45027,2017,10,,,11442.0,77123.0,0.0,0.0
45027,2017,11,,,11442.0,77123.0,0.0,0.0
45027,2017,12,,,11442.0,77123.0,0.0,0.0
45027,2018,1,1.0,1.0,80.0,467.0,12.5,2.14132762313
45027,2018,2,,,11442.0,77123.0,0.0,0.0
45027,2018,3,,,11442.0,77123.0,0.0,0.0
45027,2018,4,,,11442.0,77123.0,0.0,0.0
45027,2018,5,,,11442.0,77123.0,0.0,0.0
45027,2018,6,,,11442.0,77123.0,0.0,0.0
45027,2018,7,,,11442.0,77123.0,0.0,0.0
45027,2018,8,1.0,1.0,70.0,310.0,14.2857142857,3.22580645161
45027,2018,9,,,11442.0,77123.0,0.0,0.0
45027,2018,10,,,11442.0,77123.0,0.0,0.0
45027,2018,11,,,11442.0,77123.0,0.0,0.0
45027,2018,12,,,11442.0,77123.0,0.0,0.0
45027,2019,1,1.0,1.0,67.0,231.0,14.9253731343,4.329004329
45027,2019,2,1.0,1.0,50.0,504.0,20.0,1.98412698413
45027,2019,3,,,11442.0,77123.0,0.0,0.0
45027,2019,4,,,11442.0,77123.0,0.0,0.0
45027,2019,5,,,11442.0,77123.0,0.0,0.0
45027,2019,6,,,11442.0,77123.0,0.0,0.0
45027,2019,7,,,11442.0,77123.0,0.0,0.0
45027,2019,8,,,11442.0,77123.0,0.0,0.0
45027,2019,9,,,11442.0,77123.0,0.0,0.0
45027,2019,10,,,11442.0,77123.0,0.0,0.0
45027,2019,11,,,11442.0,77123.0,0.0,0.0
45027,2019,12,,,11442.0,77123.0,0.0,0.0
45027,2020,1,,,11442.0,77123.0,0.0,0.0
45027,2020,2,,,11442.0,77123.0,0.0,0.0
45027,2020,3,,,11442.0,77123.0,0.0,0.0
45027,2020,4,,,11442.0,77123.0,0.0,0.0
45027,2020,5,,,11442.0,77123.0,0.0,0.0
45027,2020,6,,,11442.0,77123.0,0.0,0.0
45027,2020,7,,,11442.0,77123.0,0.0,0.0
45027,2020,8,,,11442.0,77123.0,0.0,0.0
45027,2020,9,,,11442.0,77123.0,0.0,0.0
45027,2020,10,,,11442.0,77123.0,0.0,0.0
45027,2020,11,,,11442.0,77123.0,0.0,0.0
45027,2020,12,,,11442.0,77123.0,0.0,0.0
45027,2021,1,,,11442.0,77123.0,0.0,0.0
45027,2021,2,,,11442.0,77123.0,0.0,0.0
45027,2021,3,,,11442.0,77123.0,0.0,0.0
45027,2021,4,,,11442.0,77123.0,0.0,0.0
45027,2021,5,,,11442.0,77123.0,0.0,0.0
45027,2021,6,,,11442.0,77123.0,0.0,0.0
45027,2021,7,,,11442.0,77123.0,0.0,0.0
45027,2021,8,,,11442.0,77123.0,0.0,0.0
45027,2021,9,,,11442.0,77123.0,0.0,0.0
45027,2021,10,,,11442.0,77123.0,0.0,0.0
45027,2021,11,,,11442.0,77123.0,0.0,0.0
45027,2021,12,1.0,1.0,36.0,81.0,27.7777777778,12.3456790123
45027,2022,1,,,11442.0,77123.0,0.0,0.0
45027,2022,2,,,11442.0,77123.0,0.0,0.0
45027,2022,3,,,11442.0,77123.0,0.0,0.0
45027,2022,4,,,11442.0,77123.0,0.0,0.0
45027,2022,5,1.0,1.0,39.0,112.0,25.641025641,8.92857142857
45027,2022,6,,,11442.0,77123.0,0.0,0.0
45027,2022,7,,,11442.0,77123.0,0.0,0.0
45027,2022,8,,,11442.0,77123.0,0.0,0.0
45027,2022,9,,,11442.0,77123.0,0.0,0.0
45027,2022,10,,,11442.0,77123.0,0.0,0.0
45027,2022,11,,,11442.0,77123.0,0.0,0.0
45027,2022,12,,,11442.0,77123.0,0.0,0.0
45029,2017,1,1.0,1.0,126.0,798.0,7.93650793651,1.25313283208
45029,2017,2,,,11442.0,77123.0,0.0,0.0
45029,2017,3,,,11442.0,77123.0,0.0,0.0
45029,2017,4,,,11442.0,77123.0,0.0,0.0
45029,2017,5,1.0,2.0,143.0,1419.0,6.99300699301,1.40944326991
45029,2017,6,1.0,1.0,128.0,1125.0,7.8125,0.888888888889
45029,2017,7,,,11442.0,77123.0,0.0,0.0
45029,2017,8,,,11442.0,77123.0,0.0,0.0
45029,2017,9,,,11442.0,77123.0,0.0,0.0
45029,2017,10,,,11442.0,77123.0,0.0,0.0
45029,2017,11,1.0,1.0,111.0,875.0,9.00900900901,1.14285714286
45029,2017,12,,,11442.0,77123.0,0.0,0.0
45029,2018,1,,,11442.0,77123.0,0.0,0.0
45029,2018,2,,,11442.0,77123.0,0.0,0.0
45029,2018,3,,,11442.0,77123.0,0.0,0.0
45029,2018,4,,,11442.0,77123.0,0.0,0.0
45029,2018,5,1.0,1.0,104.0,581.0,9.61538461538,1.72117039587
45029,2018,6,,,11442.0,77123.0,0.0,0.0
45029,2018,7,,,11442.0,77123.0,0.0,0.0
45029,2018,8,,,11442.0,77123.0,0.0,0.0
45029,2018,9,,,11442.0,77123.0,0.0,0.0
45029,2018,10,2.0,3.0,112.0,815.0,17.8571428571,3.68098159509
45029,2018,11,1.0,1.0,124.0,950.0,8.06451612903,1.05263157895
45029,2018,12,,,11442.0,77123.0,0.0,0.0
45029,2019,1,,,11442.0,77123.0,0.0,0.0
45029,2019,2,,,11442.0,77123.0,0.0,0.0
45029,2019,3,1.0,1.0,96.0,309.0,10.4166666667,3.23624595469
45029,2019,4,1.0,1.0,101.0,362.0,9.90099009901,2.76243093923
45029,2019,5,,,11442.0,77123.0,0.0,0.0
45029,2019,6,,,11442.0,77123.0,0.0,0.0
45029,2019,7,,,11442.0,77123.0,0.0,0.0
45029,2019,8,,,11442.0,77123.0,0.0,0.0
45029,2019,9,,,11442.0,77123.0,0.0,0.0
45029,2019,10,,,11442.0,77123.0,0.0,0.0
45029,2019,11,,,11442.0,77123.0,0.0,0.0
45029,2019,12,,,11442.0,77123.0,0.0,0.0
45029,2020,1,,,11442.0,77123.0,0.0,0.0
45029,2020,2,,,11442.0,77123.0,0.0,0.0
45029,2020,3,2.0,2.0,79.0,585.0,25.3164556962,3.4188034188
45029,2020,4,1.0,1.0,49.0,842.0,20.4081632653,1.18764845606
45029,2020,5,,,11442.0,77123.0,0.0,0.0
45029,2020,6,,,11442.0,77123.0,0.0,0.0
45029,2020,7,,,11442.0,77123.0,0.0,0.0
45029,2020,8,,,11442.0,77123.0,0.0,0.0
45029,2020,9,,,11442.0,77123.0,0.0,0.0
45029,2020,10,,,11442.0,77123.0,0.0,0.0
45029,2020,11,,,11442.0,77123.0,0.0,0.0
45029,2020,12,,,11442.0,77123.0,0.0,0.0
45029,2021,1,,,11442.0,77123.0,0.0,0.0
45029,2021,2,,,11442.0,77123.0,0.0,0.0
45029,2021,3,,,11442.0,77123.0,0.0,0.0
45029,2021,4,1.0,1.0,48.0,441.0,20.8333333333,2.26757369615
45029,2021,5,,,11442.0,77123.0,0.0,0.0
45029,2021,6,,,11442.0,77123.0,0.0,0.0
45029,2021,7,,,11442.0,77123.0,0.0,0.0
45029,2021,8,1.0,1.0,63.0,288.0,15.873015873,3.47222222222
45029,2021,9,,,11442.0,77123.0,0.0,0.0
45029,2021,10,1.0,1.0,54.0,187.0,18.5185185185,5.34759358289
45029,2021,11,,,11442.0,77123.0,0.0,0.0
45029,2021,12,,,11442.0,77123.0,0.0,0.0
45029,2022,1,,,11442.0,77123.0,0.0,0.0
45029,2022,2,,,11442.0,77123.0,0.0,0.0
45029,2022,3,,,11442.0,77123.0,0.0,0.0
45029,2022,4,,,11442.0,77123.0,0.0,0.0
45029,2022,5,1.0,1.0,38.0,209.0,26.3157894737,4.78468899522
45029,2022,6,,,11442.0,77123.0,0.0,0.0
45029,2022,7,,,11442.0,77123.0,0.0,0.0
45029,2022,8,,,11442.0,77123.0,0.0,0.0
45029,2022,9,,,11442.0,77123.0,0.0,0.0
45029,2022,10,,,11442.0,77123.0,0.0,0.0
45029,2022,11,,,11442.0,77123.0,0.0,0.0
45029,2022,12,1.0,1.0,55.0,268.0,18.1818181818,3.73134328358
45031,2017,1,2.0,2.0,334.0,4170.0,5.9880239521,0.479616306954
45031,2017,2,2.0,4.0,306.0,3945.0,6.53594771242,1.01394169835
45031,2017,3,2.0,2.0,352.0,4067.0,5.68181818182,0.491762970248
45031,2017,4,2.0,2.0,366.0,4160.0,5.46448087432,0.480769230769
45031,2017,5,1.0,1.0,337.0,3477.0,2.96735905045,0.287604256543
45031,2017,6,,,11442.0,77123.0,0.0,0.0
45031,2017,7,,,11442.0,77123.0,0.0,0.0
45031,2017,8,1.0,1.0,386.0,3898.0,2.59067357513,0.256541816316
45031,2017,9,2.0,2.0,661.0,5143.0,3.02571860817,0.38887808672
45031,2017,10,3.0,3.0,345.0,2950.0,8.69565217391,1.01694915254
45031,2017,11,1.0,1.0,344.0,3450.0,2.90697674419,0.289855072464
45031,2017,12,3.0,4.0,324.0,3169.0,9.25925925926,1.26222783212
45031,2018,1,1.0,3.0,306.0,3938.0,3.26797385621,0.761808024378
45031,2018,2,,,11442.0,77123.0,0.0,0.0
45031,2018,3,,,11442.0,77123.0,0.0,0.0
45031,2018,4,1.0,1.0,327.0,4038.0,3.05810397554,0.247647350173
45031,2018,5,3.0,3.0,307.0,4125.0,9.77198697068,0.727272727273
45031,2018,6,4.0,5.0,283.0,3435.0,14.1342756184,1.45560407569
45031,2018,7,,,11442.0,77123.0,0.0,0.0
45031,2018,8,3.0,3.0,394.0,3505.0,7.61421319797,0.855920114123
45031,2018,9,2.0,2.0,637.0,5200.0,3.13971742543,0.384615384615
45031,2018,10,,,11442.0,77123.0,0.0,0.0
45031,2018,11,,,11442.0,77123.0,0.0,0.0
45031,2018,12,1.0,1.0,266.0,1619.0,3.75939849624,0.617665225448
45031,2019,1,2.0,2.0,214.0,1583.0,9.34579439252,1.26342387871
45031,2019,2,1.0,1.0,214.0,1982.0,4.67289719626,0.50454086781
45031,2019,3,3.0,4.0,206.0,1834.0,14.5631067961,2.18102508179
45031,2019,4,2.0,2.0,200.0,1670.0,10.0,1.19760479042
45031,2019,5,1.0,1.0,192.0,1442.0,5.20833333333,0.693481276006
45031,2019,6,1.0,1.0,216.0,1251.0,4.62962962963,0.799360511591
45031,2019,7,1.0,1.0,182.0,1609.0,5.49450549451,0.621504039776
45031,2019,8,1.0,1.0,400.0,3073.0,2.5,0.325414904003
45031,2019,9,2.0,2.0,422.0,3456.0,4.73933649289,0.578703703704
45031,2019,10,,,11442.0,77123.0,0.0,0.0
45031,2019,11,,,11442.0,77123.0,0.0,0.0
45031,2019,12,1.0,2.0,160.0,1463.0,6.25,1.36705399863
45031,2020,1,,,11442.0,77123.0,0.0,0.0
45031,2020,2,,,11442.0,77123.0,0.0,0.0
